0,1,2,3,4,5
,Name o f institute,,,Total,
"27 . Rajshahi Institute of Medical
Technology, Tuni Bhaban, House
# 342, Para Medical Road.
Lakshmipur , Rajshahi",,,150,,
"28 . Shahid S. A. Memorial IHT,
Uttara, Dhaka",,,75,,
"29 . Sumona Institute of Medical
technology , 2/2, 2/3,
Chittaranjan Avenue, Sadarghat",,,130,,
"30 . Comilla Institute of Medical
Technology, Laksam Road,
Comilla",,,100,,
"31 . Comilla Institute of Medical
Technology, Thakurpara, Comilla",,,75,,
"32 . Prime Institute of Science and
Technology (PRISMET), Rangpur",,,75,,
"33 . Rumdo Insti tute of Health
Technology, Mymensingh",,,50,,
"34 . Ad-deen Women’s Institute of
Health Technology, Jessore",,,100,,
"35 . Ahsania Mission Institute of
Health Technology, Mirpur,
Dhaka",,,75,,
"36. TMSS Medical Technology
Institute, Thengamara, Bogra",,,150,,
"37. Institute of Medical and Dental
Technology, Tangail",,,105,,
"38. Trauma Institute of Medical
Technology, 22/8/A, Block -B,
Shaymoli, Dhaka",,,100,,
"39. Dhaka Instiute of Health
Technology, Humayun Road,
College Gate, Dhaka",,,100,,
,Total=,,,4400,
"Source: Director, Medical Education and Health
Manpower Development, Mohakhali, Dhaka",,,,,
