0,1,2,3,4
Table 3.3. Global and national targets of SDG indicators,,,,
SDG target,"Name of the
indicator","Target to be
achieved by
2030","Baseline value
for Bangladesh","National target (HNPSIP
2016-2021 and other
strategic documents)"
"3.1:
Maternal
health","3.1.1: Maternal
mortality ratio
(MMR)","Less than 70
per 100,000
livebirths","176 ( WHO
estimate 2016)","105 per 100,000 livebirths
by 2021 (HNPSIP 2016-
2021)"
,"3.1.2: Births
attended by
skilled health
personnel",-,"42.1 (BDHS
2014)","65% by 2021 (HNPSIP
2016-2021)"
"3.2:
Newborn
and child
health","3.2.1: Under-five
mortality rate","Less than 25 per
1,000 livebirths",46 (BDHS 2014),"37 per 1000 livebirths by
2021 (HNPSIP 2016-2021)"
,"3.2.2: Neonatal
mortality","Less than 12 per
1,000 livebirths",28 (BDHS 2014),"21 per 1000 livebirths by
2021 (HNPSIP 2016-2021)"
"3.3: Com-
municable
diseases","3.3.1: Estimated
HIV incidence
rate","By 2030 end the
endemic of AIDs",<1 (WHO 2014),"Keep the AIDS epidemic
from expanding beyond
the current level (<1%)
Avoid a gradual spread of
HIV infection from high-
risk groups to the general
population"
,"3.3.2: TB case
detection rate/
TB incidence
rate per 100,000
population","End epidemics of
TB by 2030","53% (GTBR
2014 estimates)",75% (HNPSIP 2016-2021)
,"3.3.3: Malaria
incidence rate per
1000 population","End epidemics
by 2030","High endemic
(three districts):
1.0-10/1000
population
Low endemic
(ten districts):
.1-1.0/1000
population
World Malaria
Report 2015","Reduce malaria morbidity
and mortality until the
disease is no longer a
public-health problem in
the country"
Table 3.3. Contd.,,,,
