0,1,2,3,4
"SI.
no.",Division,Name of institution,"Year of
establishment","No. of
seats"
100,Rajshahi,"Rajshahi Medical Assistant Training School,
Chandipur, Rajshahi",2008,100
101,,"Health Ways Medical Assistant Training School,
Santahar, Bogra",2008,60
102,,"SIMT Medical Assistant Training School, Kanojgari,
Bogra",2008,75
103,,"TMSS Medical Assistant Training School,
Thangamara, Bogra",2008,150
104,,"Udayan Medical Assistant Training School,
Rajshahi",2008,180
105,,"Ideal Medical Technology, Sherpur Road Colony,
Bogra",2011,80
106,,"People’s International Medical Assistant Training
School, Airport Sarak, Sapura, Rajshahi",2011,50
107,,"Galaxy Medical Assistant Training School, Sapura,
Rajshahi",2011,100
108,,"Pabna Community Medical Assistant Training
School, Bishnupur, Sathia, Pabna",2011,50
109,,"Bangladesh Institute of Medical Technology, Hatem
Kha, Boalia, Rajshahi",2011,50
110,,"PIMT Medical Assistant Training School, (MATS),
Bogra",2011,100
111,,"Natore Medical Assistant Training School , Natore",2011,50
112,,"ASI Medical Assistant Training School, (MATS),
Sirajganj",2011,50
113,,"NDC Medical Assistant Training School, (NDC
MATS), Paharpur Road, Joypurhat",2010,75
114,,"Pabna Medical Assistant Training School, Mujib
Palace, PP Road, Singa, Pabna",2011,50
115,,"Joypurhat Medical Assistant Training School, Joypurhat",2010,50
116,,"Radium Medical Training School, Talainari, Boalia,
Rajshahi",2012,50
117,,"Sirajganj Modern Medical Training School,
Coddarmore, Sirajganj",2012,25
118,,"Medical Training Institute (MTI), Bonarpara,
Saghata, Gaibandha",2015,50
119,,"Hamida Medical Training School, Masterpara,
Gaibandha",2015,50
120,,"TS Medical Assistant Training School, New Bagura
Road, Sirajganj",2011,80
121,,"Morning Glory Medical Assistant Training School,
Shibtola, Chapainowabganj",2011,80
