0,1,2,3,4,5,6,7,8,9
Table 4.7. Valid vaccination coverage of ≤23 and ≤12 months old children as found in EPI CES 2016,,,,,,,,,
Age-group,BCG,OPV1,OPV2,OPV3,Penta1,Penta2,Penta3,MR1,FVC
≤12 months,99.5,97.8,97.0,90.1,97.8,97.0,90.1,87.5,82.3
≤23 months,99.5,97.9,97.2,90.4,97.9,97.2,90.4,92.3,86.8
