0,1,2,3,4
")7102(
noitautis
ycnacav
eht
dna
noitazinagro
fo
epyt
yb
ffats
htlaeHe
dna
SIH
fo
stsop
denoitcnas
fo
noitubirtsiD
.2.6
elbaT",latoT,787,174,613
,MOSPIN,1,1,0
,NHPI,3,1,2
,RCDEI,1,1,0
,"dezilaicepS
latipsoh",5,3,2
,"ta rahknahC ytic
cinilc
fo akahD
looP
BT",1,1,0
,"deb-003 slatipsoh
ot
-001",13,21,91
,"lacideM latipsoh
egelloc",71,6,11
,SHGD,5,1,4
,"etaudargtsoP dna
gnihcaet etutitsni latipsoh",8,4,4
,"lanoisiviD
htlaeh
eciffo",91,81,1
,"SHGD
-SIM",29,04,25
,"s’noegrus
tcirtsiD
eciffo
livic",121,75,46
,"alizapU latipsoh
htlaeh
eciffo
dna",284,623,651
,"noitautis
gniffatS","denoitcnaS
stsop","ffats
gnitsixE",tnacaV
