0,1,2,3,4
"SI.
no.",Division,Name of institution,"Year of
establishment","No. of
seats"
14,Mymensingh,"Rumdo Medical Assistant Training School, Mymensingh",2008,100
15,,"Taleb Ali Medical Assistant Training School, Natun
Bazar, Mymensingh",2010,75
16,,"Dr. Halima Khatun Medical Assistant Training
School, Mymensingh",2011,75
17,,"Jashimuddin Medical Assistant Training School,
New College Road, Jamalpur",2011,60
18,,"JMATS & Medical Institute, College Road, Jamalpur",2013,50
19,,"Scholar Medical Assistant Training School (MATS),
Maskanda, Mymensingh",2012,50
20,,"Resource Medical Asistant Training School, Sadar
Hospital Road, Netrakona",2013,75
21,,"British Bangla Medical Assistant Training School,
23 Rambabu Road, Mymensingh",2013,50
22,,"Ideal Medical Assistant Training School, Fulpur,
Mymensingh",2014,60
23,,"Desh Medical Assistant Training School, Sarda
Gosh Road, Mymensingh",2012,50
24,,"RIMT Medical Assistant Training School, Boundary
Road, Mymensingh",2015,50
25,,"Akanda Medical Assistant Training School,
Charpara, Mymensingh",2013,50
26,Dhaka,"AR Medical Assistant Training School,
Mohammadpur, Dhaka",2009,75
27,,"Advance Medical Assistant Training School, Green
Road, Dhaka",2008,100
28,,"Bangladesh Medical Assistant Training School,
Uttara, Dhaka",2009,50
29,,"Dhaka Medical Assistant Training School, Mirpur,
Dhaka",2008,120
30,,"New Pilot Medical Assistant Training School, Akur
Takur, Tangail",2009,50
31,,"Rabeya Medical Assistant Training School, Savar,
Dhaka",2008,75
32,,"Rampura Medical Assistant Training School,
Rampura, Dhaka",2008,80
33,,"SAIC Institute of Medical Assistant, Mirpur, Dhaka",2008,80
34,,"SIMT Medical Assistant Training School, Sewden
Plaza, Mirpur, Dhaka",2008,100
35,,"Spark SIMT Medical Assistant Training Academy,
Mirpur, Dhaka",2008,60
36,,"SPKS Medical Assistant Training School, Mirpur, Dhaka",2008,100
