0,1,2,3,4,5,6
Table 10.6. Month-wise kala-azar cases in 2016,,,,,,
Month,NKA,PKDL,Relapse KA,KATF,Total,Death
January,21,13,0,0,34,0
February,22,16,2,0,40,1
March,22,6,6,2,36,1
April,22,6,3,0,31,1
May,17,14,5,0,36,0
June,34,24,2,0,60,0
July,24,4,2,0,30,0
August,23,6,3,0,32,0
September,19,13,3,0,35,1
October,19,8,3,0,30,0
November,21,32,6,0,59,0
December,15,17,4,0,36,1
Total,259,159,39,2,459,5
