0,1,2,3,4
"SI.
no.",Division,Name of institution,"Year of
establishment","No. of
seats"
122,,"SDDL Medical Assistant Training School (MATS),
Jamilnagar, Bogra",2011,80
123,,"Prime Medical Assistant Training School, Talaimari,
Rajshahi",2011,100
124,,"State Medical Assistant Training Academy, Mill
Gate Sarak, Kaliganj, Jhenaidah",2010,50
125,,"Uttar Banga Medical Assistant Training School
(Uttar Banga MATS),Tinmatha Railgate, Bogra",2011,50
126,,"Mohasthan Medical Assistant Training School,
Gokul, Bogra",2013,100
127,,"Rubi Medical Assistant Training School, Naogoan",2013,50
128,,"Doctor’s Medical Assistant Training School,
Rajpara, Rajshahi",2013,50
129,,"DAF Bangladesh Medical Training School, Rajshahi",2013,50
130,,"Mahi Sawar Medical Assistant Training School,
Bogra",2013,50
131,,"Afford Medical Assistant Training School, Boalia,
Rajshahi",2013,75
132,,"Bright Nation Medical Assistant Training School,
Pabna Sadar, Pabna",2013,75
133,,"Padma Medical Assistant Training School,
Kashiadanga, Rajshahi",2013,50
134,,"BIMT Medical Assistant Training School,
Shajahanpur, Bogra",2013,75
135,,"Combined Medical Assistant Training School, Bogra",2013,50
136,,"PeerlessMedical Assistant Training School, Puthia,
Rajshahi",2013,50
137,,"Amena Medical Assistant Training School,
Talaimari Bazar, Rajshahi",2013,50
138,,"NIAK Medical Assistant Training School, College
Road, Shibbari, Bogra",2014,75
139,,"Royal Medical Assistant Training School, Sherpur
Road, Bogra",2014,75
140,,"Jonoseba Medical Assistant Training School,
Arambag, Chapainowabganj",2014,50
141,,"SM Institute of Medical Technology & MATS, Sirajganj",2014,50
142,,"Saleha Medical Assistant Training School, Boro
Bongram, Rajshahi",2014,50
143,,"Labcare Medical Assistant Training School, Munshi
Meherullah Sorok, Sirajganj",2014,50
144,,"Al Amana Medical Assistant Training School,
Loskorpur, Pabna",2014,50
