0,1,2,3,4
,"Under-5 mortality rate (per 1,000 live",,,
,births) (both Sexes),,,
,,,,
"National
Rural
Urban",,"31
32
29",,
,"Maternal mortality ratio (per 100,000 live",,,
,births),,,
"National
Rural
Urban",,"156
159
142",,
,Life expectancy at birth (years),,,
"Total
Male
Female",,"72.4
70.8
74.2",,
,Nuptiality,,,
,"[SVRS, 2022; PHC 2022 National Report, vol 1, BBS]",,,
,"Crude marriage rate (per 1,000 population)",,,
,"[SVRS, 2022]",,,
"Total
Rural
Urban",,,"18.1
19.5
13.8",
,Marital status (%) (10 years and above),,,
,"[PHC 2022 National Report, vol 1, BBS]",,,
"Never married
Male
Female",,,"35.86
22.04",
"Currently married
Male
Female",,,"62.76
67.32",
"Widow/ Widower
Male
Female",,,"0.96
9.50",
"Divorced
Male
Female",,,"0.20
0.62",
"Separated
Male
Female",,,"0.22
0.51",
"Mean age at first
marriage (years)
Male
Female",,,"25.28
19.29",
