0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
,OP Indicators,,,Unit of,,,Means of,,,Baseline,,,Yearly,,,Progress,,,Reasons for,
,,,,Measurement,,,Verifica-,,,Value,,,"Target,",,,against yearly,,,shortfall (if,
,,,,,,,tion/,,,(Year),,,FY 2021-,,,target (July 21-,,,any),
,,,,,,,Source,,,,,,2022,,,June 22),,,,
"Number of
registered
patients of
Leprosy per
10,000
population",,,"Rate per
10,000
population",,,"MIS
Leprosy",,,"0.23
(2015)",,,0.12,,,0.14,,,"Due to
COVID 19
Pandemic",,
