0,1,2,3,4,5,6,7,8
,Key Population,,,Size Estimation 2023,,,% Covered,
Female sex worker (FSW),,,"109,624",,,23.3%,,
MSM & MSW,,,"165,192",,,80.0%,,
Transgender/Hijra,,,"12,629",,,80.0%,,
People Who Inject Drugs (PWID),,,"34,370",,,73.7%,,
