0,1,2,3,4,5,6
,2017,2018,2019,2020,2021,2022
Outdoor,23987420,25029597,29528311,22365439,38621007,37907676
Emergency,3389894,3839772,4531560,3795606,4888025,6075915
Indoor,2270005,2344596,2700329,1822045,2374306,2922542
