0,1,2,3
,Household Characteristics and Utilities,,
,"[PHC 2022 National Report, vol 1, BBS]",,
,Number of Household,,
"National
Rural
Urban",,"41.01 million
27.82 million
13.19 million",
,Average size of household (No. of members,,
,per household),,
"National
Rural
Urban",,"3.98
4.03
3.87",
,"Headship (percent) [SVRS, BBS 2022]",,
"Male-headed
households
Female-headed
households",,"82.6
17.4",
,Average monthly household income (BDT),,
,"[HIES, 2022]",,
"National
Rural
Urban",,"32,422
26,163
45,757",
,Average monthly household expenditure (BDT),,
,"[HIES, 2022]",,
"National
Rural
Urban",,"31,500
26,842
41,424",
,Household average monthly consumption,,
,"expenditure (BDT) [HIES, 2022]",,
"National
Rural
Urban",,"30,603
26,207
39,971",
,Percentage share of food and non-food,,
,"consumption [HIES, 2022]",,
"Food
Non-food",,"45.76
54.24",
,Per-capita daily intake (gram) of major food,,
,"items [HIES, 2022]",,
"National
Rural
Urban",,"1129.8
1125.4
1139.4",
,Per-capita daily calorie intake (K.cal),,
,"[HIES, 2022]",,
"National
Rural
Urban",,"2393.0
2424.2
2324.6",
,Main Source of Electricity (%) [PHC 2022],,
National grid,,97.59,
