0,1,2,3
,Dependency ratio,,
"National
Rural
Urban",,"52.63
56.08
45.63",
,Disability (%),,
"National
Rural
Urban",,"1.37
1.50
1.08",
,"Crude disability rate (per 1,000 population)",,
,"[NSPD, BBS 2022]",,
"National
Male
Female",,"25.5
25.6
25.4",
,,,
,"Fertility [SVRS, BBS 2022]",,
,"Crude birth rate (per 1,000 population)",,
"National
Rural
Urban",,"19.3
20.4
15.8",
,Total fertility rate (per woman aged 15-49),,
"National
Rural
Urban",,"2.15
2.32
1.63",
,Net reproduction rate (per woman aged 15-49),,
"National
Rural
Urban",,"1.04
1.13
0.80",
,,,
,"Mortality [SVRS, BBS 2022]",,
,"Crude death rate (per 1,000 population)",,
"National
Rural
Urban",,"5.8
6.0
5.1",
,"Neonatal mortality rate (per 1,000 live",,
,births) (both sexes),,
"National
Rural
Urban",,"17
17
17",
,"Infant mortality rate (per 1,000 live births)",,
,(both sexes),,
"National
Rural
Urban",,"25
24
25",
,"Post-neonatal mortality rate (per 1,000",,
,children 1 to 11 months): 8,,
,"Child death rate (per 1,000 children aged 1-",,
,4 years): 1.8,,
