0,1,2,3
Table 19: Projection of the increase of the supply of health workers (2018-2030) according to scenarios 3 and 4,,,
"Occupational category (N.
2018)","Scenarios 3-4
(N 2030/%)","Scenarios 3-4 +10%
(N 2030/%)","Scenarios 3-4 +20%
(N 2030/%)"
Doctors (76867),+55803 (+0.73 %),+61323 (+0.8 %),+66848 (+0.87 %)
BSc nurses (4064),+44236 (+10.88 %),+46271 (+11.39 %),+50071 (+12.32 %)
Diploma nurses (50539),+84213 (+1.67 %),+93332 (+1.85 %),+102450 (+2.03 %)
Midwives (2131),+26263 (+12.32 %),+25433 (+11.93 %),+27595 (12.95 %)
Dentists (9608),+6190 (+0.64 %),+6851 (+0.71 %),+7507 (+0.78 %)
SACMOs (14081),+25241 (+1.79 %),+27643 (+1.96 %),+30046 (+2.13 %)
