0,1,2,3,4,5,6,7,8
"Table 56: Projection of the supply of Medical Technologists- Physiotherapy according
to scenario 2 (+10%)",,,,,,,"Total popu-
lation in BD
(2018, 2024
& 2030)","Density
per 10000"
Year,New registrations,,,"Supply of
previous year","Attrition
rate
4%","Total
Supply",,
,"Gradu-
ates",Increase,80%,,,,,
2018,,,,,,2376,164600000,0.14
2019,319,,255,2376,95,2536,,
2020,303,,242,2536,101,2677,,
2021,341,,273,2677,107,2843,,
2022,297,,238,2843,114,2967,,
2023,327,,262,2967,119,3110,,
2024,360,10%,288,3110,124,3273,174612904,0.19
2025,360,,288,3273,131,3430,,
2026,360,,288,3430,137,3580,,
2027,360,,288,3580,143,3725,,
2028,360,,288,3725,149,3864,,
2029,360,,288,3864,155,3997,,
2030,360,,288,3997,160,4125,190686952,0.22
Source: BBS Pop Projection 2011-2061,,,,,,,,
