0,1,2,3,4,5,6,7,8
"Table 67: Projection of the supply of Medical Technologists- Operation Theater (OT)
Assistance according to scenario 1",,,,,,,"Total popu-
lation in BD
(2018, 2024
& 2030)","Densi-
ty per
10000"
Year,New registrations,,,"Supply of pre-
vious year","Attrition
rate 4%","Total Sup-
ply",,
,Graduates,"In-
crease",80%,,,,,
2018,,,,,,165,164600000,0.01
2019,51,,41,165,7,199,,
2020,65,,52,199,8,243,,
2021,191,,153,243,10,386,,
2022,121,,97,386,15,468,,
2023,121,,97,468,19,546,,
2024,121,,97,546,22,621,174612904,0.04
2025,121,,97,621,25,693,,
2026,121,,97,693,28,762,,
2027,121,,97,762,30,828,,
2028,121,,97,828,33,892,,
2029,121,,97,892,36,953,,
2030,121,,97,953,38,1012,190686952,0.05
Source: BBS Pop Projection 2011-2061,,,,,,,,
