0,1,2,3,4,5,6
Table 21: Projection of the density of health workers per 10000 (2018-2030) according to scenarios 3 and 4,,,,,,
"Occupational category
(Density/2018)",Density/2024,,,Density/2030,,
,"Scenarios
3-4","Scenarios 3-
4 (+10%)","Scenarios 3- 4
(+20%)","Scenarios
3-4","Scenarios 3- 4
(+10%)","Scenarios 3- 4
(+20%)"
Doctors (4.67),6.18,6.23,6.28,6.96,7.25,7.54
BSc nurses (0.25),1.25,1.30,1.36,2.53,2.64,2.84
Diploma nurses (3.07),5.15,5.34,5.54,7.07,7.54,8.02
Midwives (0.13),0.79,0.84,0.89,1.49,1.62,1.75
Dentists (0.58),0.73,0.74,0.75,0.83,0.86,0.90
SACMOs (0.86),1.64,1.69,1.74,2.06,2.19,2.31
