0,1,2,3,4,5,6,7,8
"Table 60: Projection of the supply of Medical Technologists- Physiotherapy
according to scenarios 3-4 (+20%)",,,,,,,"Total popu-
lation in BD
(2018, 2024
& 2030)","Density per
10000"
Year,New registrations,,,"Supply of pre-
vious year","Attrition
rate
4%","Total
Supply",,
,"Gradu-
ates",Increase,95%,,,,,
2018,,,,,,2376,164600000,0.14
2019,319,,303,2376,95,2584,,
2020,303,,288,2584,103,2768,,
2021,341,,324,2768,111,2982,,
2022,297,,282,2982,119,3145,,
2023,327,,311,3145,126,3329,,
2024,392,20%,373,3329,133,3569,174612904,0.20
2025,392,,373,3569,143,3799,,
2026,392,,373,3799,152,4020,,
2027,392,,373,4020,161,4232,,
2028,392,,373,4232,169,4435,,
2029,392,,373,4435,177,4631,,
2030,392,,373,4631,185,4818,190686952,0.25
Source: BBS Pop Projection 2011-2061,,,,,,,,
