0,1,2,3,4,5,6
"Table 20: Projection of the density of health workers per 10000 (2018-2030) according to scenarios 1, 2 and 3",,,,,,
"Occupational category
(Density/2018)",Density/2024,,,Density/2030,,
,Scenario 1,"Scenario 2
(+10%)","Scenario 2
(+20%)","Scenar-
io 1","Scenario 2
(+10%)","Scenario 2
(+20%)"
Doctors (4.67),5.74,5.79,5.83,6.25,6.49,6.74
BSc nurses (0.25),1.08,1.12,1.17,2.15,2.24,2.41
Diploma nurses (3.07),4.69,4.86,5.02,6.21,6.61,7.01
Midwives (0.13),0.68,0.72,0.77,1.26,1.37,1.48
Dentists (0.58),0.69,0.69,0.70,0.75,0.78,0.80
SACMOs (0.86),1.48,1.52,1.56,1.81,1.91,2.02
