0,1,2,3
Implementing Authority,OP,,ject / Pro
,,Program,Program
Ministry of Health & Family Welfare (includes NNP),7,1,1
Directorate General of Health Services,,,
Directorate General of Family Planning,9,1,1
Directorate of Drug Administration,,,
Directorate of Nursing Services,1,2,
National Institute of Population Research and Training,,,
Total,38,14,
