0,1,2,3,4,5
,Attached to Medical College-6,,,,
Name of Institute,,,seats,,
"1. S.S.M.C. Mitford Hospital, Dhaka",,,50,,
"2. M.A.G. Osmani Medical College Hospital, Sylhet",,,100,,
"3. R.M.C.H, Rangpur",,,100,,
"4. Sher-e-Bangla Medical College Hospital, Barisal",,,100,,
"5. Comilla Medical College Hospital, Comilla",,,50,,
"6. Faridpur Medical College Hospital, Faridpur",,,50,,
Total,,,450,,
,ATTACHED TO GENERAL HOSPITAL-11,,,,
,"7. General Hospital, Khulna",,,50,
"8. Mohammad Ali. Hospital, Bogra","8. Mohammad Ali. Hospital, Bogra",,50,,
"9. General Hospital, Dinajpur",,,50,,
"10. General Hospital, Noakhali",,,50,,
"11. General Hospital, Pabna",,,50,,
"12. General Hospital, Jessore",,,50,,
"13. General Hospital, Kushtia",,,50,,
"14. General Hospital, Tangail",,,50,,
"15. General Hospital, Rangamati",,,50,,
"16. General Hospital, Patuakhali",,,50,,
"17. General Hospital, Sirajgonj",,,30,,
Total,,,530,,
