0,1,2,3,4,5,6,7,8,9
Year,Pulmonology,,Pediatrics,"Pediatric
Endocrinology",,"Pediatric
Neurology",ENT,,Total
2007 -2008,,1502,10298,,1566,777,,9534,23677
