0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
,Y2001,,,Y2002,,,Y2003,,,Y2004,,,Y2005,,Y2006,Y2007,,,Y2008,
,72,,,57,,,214,,,14,,,-,,-,24,,,-,
