0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
,Y2001,,,Y2002,Y2003,,Y2004,,Y2005,,Y2006,,Y2007,,,Y2008,
,803,,,893,1158,,924,,1105,,847,,1476,,,1632,
