0,1,2,3
Name of institute,Established,,Total
"Sylhet Medical Assistant Training School, Sylhet 2008 40",,,
"Comilla IHT, Thakur Para Medical Assistant Training School,
Thakur Para, Comilla 2008 50",,,
"SIMT Medical Assistant Training School, Kalabagan, Dhaka 2008 100",,,
"SIMT Medical Assistant Training School, Nishindhora, Bogra 2008 20",,,
"SPKS Medical Assistant Training School, Mirpur, Dhaka 2008 100",,,
"Moulobibazar Medical Assistant Training School, Kushumbag,
Moulobibazar 2008 80",,,
"Advance Medical Assistant Training School, Green road, 2008 100
Dhaka",,,
"The Medical Assistant Training School, Mirpur, Dhaka 2008 100",,,
"New Pilot Medical Assistant Training School, Tangail Sadar 2009 50",,,
"Bangladesh Medical Assistant Training School, Uttara, Dhaka 2009 50",,,
"AR Medical Assistant Training School, Mohammadpur, Dhaka 2009 75",,,
,,Total,1855
