0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
Fluid,,,,Pack Size,,Y2002,,,Y2003,,,Y2003,,,Y2004,,,Y2005,,,Y2006,,,Y2007,,,Y2008,,
,,,,(ml),,,,,,,,,,,,,,,,,,,,,,,,,
Glucose Saline,,,,1000,,,66780,,,39735,,,80904,,,81238,,,81238,,,6754,,,13242,,,130799,
,,,,500,,,3497,,,243610,,,241043,,,221026,,,221026,,,285145,,,217758,,,110179,
,Glucose Aqua,,,1000,,,56055,,,42569,,,84455,,,72429,,,72429,,,7823,,,11325,,,134416,
