source_file,pipeline_file,quality_status,classification,target_sql_table,mapping_status,load_eligible,loaded_rows,decision_reason
extracted_tables/028_Health_Bulletin_2022/table_0168.csv,quarantined_tables/028_Health_Bulletin_2022/table_0168.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0169.csv,quarantined_tables/028_Health_Bulletin_2022/table_0169.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0170.csv,quarantined_tables/028_Health_Bulletin_2022/table_0170.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0171.csv,quarantined_tables/028_Health_Bulletin_2022/table_0171.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0172.csv,quarantined_tables/028_Health_Bulletin_2022/table_0172.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0173.csv,quarantined_tables/028_Health_Bulletin_2022/table_0173.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0174.csv,quarantined_tables/028_Health_Bulletin_2022/table_0174.csv,rejected,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0175.csv,quarantined_tables/028_Health_Bulletin_2022/table_0175.csv,rejected,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0176.csv,quarantined_tables/028_Health_Bulletin_2022/table_0176.csv,rejected,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0177.csv,quarantined_tables/028_Health_Bulletin_2022/table_0177.csv,rejected,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0178.csv,quarantined_tables/028_Health_Bulletin_2022/table_0178.csv,rejected,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0179.csv,quarantined_tables/028_Health_Bulletin_2022/table_0179.csv,rejected,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0180.csv,quarantined_tables/028_Health_Bulletin_2022/table_0180.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0181.csv,quarantined_tables/028_Health_Bulletin_2022/table_0181.csv,rejected,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0182.csv,quarantined_tables/028_Health_Bulletin_2022/table_0182.csv,rejected,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0183.csv,quarantined_tables/028_Health_Bulletin_2022/table_0183.csv,rejected,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0184.csv,quarantined_tables/028_Health_Bulletin_2022/table_0184.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0185.csv,quarantined_tables/028_Health_Bulletin_2022/table_0185.csv,rejected,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0186.csv,quarantined_tables/028_Health_Bulletin_2022/table_0186.csv,rejected,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0187.csv,quarantined_tables/028_Health_Bulletin_2022/table_0187.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0188.csv,quarantined_tables/028_Health_Bulletin_2022/table_0188.csv,rejected,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0189.csv,quarantined_tables/028_Health_Bulletin_2022/table_0189.csv,rejected,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0190.csv,quarantined_tables/028_Health_Bulletin_2022/table_0190.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0191.csv,quarantined_tables/028_Health_Bulletin_2022/table_0191.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0192.csv,quarantined_tables/028_Health_Bulletin_2022/table_0192.csv,rejected,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0193.csv,quarantined_tables/028_Health_Bulletin_2022/table_0193.csv,rejected,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0194.csv,quarantined_tables/028_Health_Bulletin_2022/table_0194.csv,rejected,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0195.csv,quarantined_tables/028_Health_Bulletin_2022/table_0195.csv,rejected,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0196.csv,quarantined_tables/028_Health_Bulletin_2022/table_0196.csv,rejected,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0197.csv,quarantined_tables/028_Health_Bulletin_2022/table_0197.csv,rejected,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0198.csv,quarantined_tables/028_Health_Bulletin_2022/table_0198.csv,rejected,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0199.csv,quarantined_tables/028_Health_Bulletin_2022/table_0199.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0200.csv,quarantined_tables/028_Health_Bulletin_2022/table_0200.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0201.csv,quarantined_tables/028_Health_Bulletin_2022/table_0201.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0202.csv,quarantined_tables/028_Health_Bulletin_2022/table_0202.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0203.csv,quarantined_tables/028_Health_Bulletin_2022/table_0203.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0204.csv,quarantined_tables/028_Health_Bulletin_2022/table_0204.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0205.csv,quarantined_tables/028_Health_Bulletin_2022/table_0205.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0206.csv,quarantined_tables/028_Health_Bulletin_2022/table_0206.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0207.csv,quarantined_tables/028_Health_Bulletin_2022/table_0207.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0208.csv,quarantined_tables/028_Health_Bulletin_2022/table_0208.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0209.csv,quarantined_tables/028_Health_Bulletin_2022/table_0209.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0210.csv,quarantined_tables/028_Health_Bulletin_2022/table_0210.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0211.csv,quarantined_tables/028_Health_Bulletin_2022/table_0211.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0212.csv,quarantined_tables/028_Health_Bulletin_2022/table_0212.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0213.csv,quarantined_tables/028_Health_Bulletin_2022/table_0213.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0214.csv,quarantined_tables/028_Health_Bulletin_2022/table_0214.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0215.csv,quarantined_tables/028_Health_Bulletin_2022/table_0215.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0216.csv,quarantined_tables/028_Health_Bulletin_2022/table_0216.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0217.csv,quarantined_tables/028_Health_Bulletin_2022/table_0217.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0218.csv,quarantined_tables/028_Health_Bulletin_2022/table_0218.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0219.csv,quarantined_tables/028_Health_Bulletin_2022/table_0219.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0220.csv,quarantined_tables/028_Health_Bulletin_2022/table_0220.csv,rejected,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0221.csv,quarantined_tables/028_Health_Bulletin_2022/table_0221.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0222.csv,quarantined_tables/028_Health_Bulletin_2022/table_0222.csv,rejected,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0223.csv,quarantined_tables/028_Health_Bulletin_2022/table_0223.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0224.csv,quarantined_tables/028_Health_Bulletin_2022/table_0224.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0225.csv,quarantined_tables/028_Health_Bulletin_2022/table_0225.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0226.csv,quarantined_tables/028_Health_Bulletin_2022/table_0226.csv,rejected,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0227.csv,quarantined_tables/028_Health_Bulletin_2022/table_0227.csv,rejected,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0228.csv,quarantined_tables/028_Health_Bulletin_2022/table_0228.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0229.csv,quarantined_tables/028_Health_Bulletin_2022/table_0229.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0230.csv,quarantined_tables/028_Health_Bulletin_2022/table_0230.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0231.csv,quarantined_tables/028_Health_Bulletin_2022/table_0231.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0232.csv,quarantined_tables/028_Health_Bulletin_2022/table_0232.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0233.csv,quarantined_tables/028_Health_Bulletin_2022/table_0233.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0234.csv,quarantined_tables/028_Health_Bulletin_2022/table_0234.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0235.csv,quarantined_tables/028_Health_Bulletin_2022/table_0235.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0236.csv,quarantined_tables/028_Health_Bulletin_2022/table_0236.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0237.csv,quarantined_tables/028_Health_Bulletin_2022/table_0237.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0238.csv,quarantined_tables/028_Health_Bulletin_2022/table_0238.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0239.csv,quarantined_tables/028_Health_Bulletin_2022/table_0239.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0240.csv,quarantined_tables/028_Health_Bulletin_2022/table_0240.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0241.csv,quarantined_tables/028_Health_Bulletin_2022/table_0241.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0242.csv,quarantined_tables/028_Health_Bulletin_2022/table_0242.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/028_Health_Bulletin_2022/table_0243.csv,quarantined_tables/028_Health_Bulletin_2022/table_0243.csv,rejected,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0001.csv,quarantined_tables/029_Health_Bulletin_2021/table_0001.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0002.csv,quarantined_tables/029_Health_Bulletin_2021/table_0002.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0003.csv,quarantined_tables/029_Health_Bulletin_2021/table_0003.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0004.csv,quarantined_tables/029_Health_Bulletin_2021/table_0004.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0005.csv,quarantined_tables/029_Health_Bulletin_2021/table_0005.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0006.csv,quarantined_tables/029_Health_Bulletin_2021/table_0006.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0007.csv,quarantined_tables/029_Health_Bulletin_2021/table_0007.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0008.csv,quarantined_tables/029_Health_Bulletin_2021/table_0008.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0009.csv,quarantined_tables/029_Health_Bulletin_2021/table_0009.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0010.csv,quarantined_tables/029_Health_Bulletin_2021/table_0010.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0011.csv,quarantined_tables/029_Health_Bulletin_2021/table_0011.csv,rejected,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0012.csv,quarantined_tables/029_Health_Bulletin_2021/table_0012.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0013.csv,quarantined_tables/029_Health_Bulletin_2021/table_0013.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0014.csv,quarantined_tables/029_Health_Bulletin_2021/table_0014.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0015.csv,quarantined_tables/029_Health_Bulletin_2021/table_0015.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0016.csv,quarantined_tables/029_Health_Bulletin_2021/table_0016.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0017.csv,quarantined_tables/029_Health_Bulletin_2021/table_0017.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0018.csv,quarantined_tables/029_Health_Bulletin_2021/table_0018.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0019.csv,quarantined_tables/029_Health_Bulletin_2021/table_0019.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0020.csv,quarantined_tables/029_Health_Bulletin_2021/table_0020.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0021.csv,quarantined_tables/029_Health_Bulletin_2021/table_0021.csv,rejected,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0022.csv,quarantined_tables/029_Health_Bulletin_2021/table_0022.csv,rejected,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0023.csv,quarantined_tables/029_Health_Bulletin_2021/table_0023.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0024.csv,quarantined_tables/029_Health_Bulletin_2021/table_0024.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0025.csv,quarantined_tables/029_Health_Bulletin_2021/table_0025.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0026.csv,quarantined_tables/029_Health_Bulletin_2021/table_0026.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0027.csv,quarantined_tables/029_Health_Bulletin_2021/table_0027.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0028.csv,quarantined_tables/029_Health_Bulletin_2021/table_0028.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0029.csv,quarantined_tables/029_Health_Bulletin_2021/table_0029.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0030.csv,quarantined_tables/029_Health_Bulletin_2021/table_0030.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0031.csv,quarantined_tables/029_Health_Bulletin_2021/table_0031.csv,rejected,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0032.csv,quarantined_tables/029_Health_Bulletin_2021/table_0032.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0033.csv,quarantined_tables/029_Health_Bulletin_2021/table_0033.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0034.csv,quarantined_tables/029_Health_Bulletin_2021/table_0034.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0035.csv,quarantined_tables/029_Health_Bulletin_2021/table_0035.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0036.csv,quarantined_tables/029_Health_Bulletin_2021/table_0036.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0037.csv,quarantined_tables/029_Health_Bulletin_2021/table_0037.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0038.csv,quarantined_tables/029_Health_Bulletin_2021/table_0038.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0039.csv,quarantined_tables/029_Health_Bulletin_2021/table_0039.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0040.csv,quarantined_tables/029_Health_Bulletin_2021/table_0040.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0041.csv,quarantined_tables/029_Health_Bulletin_2021/table_0041.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0042.csv,quarantined_tables/029_Health_Bulletin_2021/table_0042.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0043.csv,quarantined_tables/029_Health_Bulletin_2021/table_0043.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0044.csv,quarantined_tables/029_Health_Bulletin_2021/table_0044.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0045.csv,quarantined_tables/029_Health_Bulletin_2021/table_0045.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0046.csv,quarantined_tables/029_Health_Bulletin_2021/table_0046.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0047.csv,quarantined_tables/029_Health_Bulletin_2021/table_0047.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0048.csv,quarantined_tables/029_Health_Bulletin_2021/table_0048.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0049.csv,quarantined_tables/029_Health_Bulletin_2021/table_0049.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0050.csv,quarantined_tables/029_Health_Bulletin_2021/table_0050.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0051.csv,quarantined_tables/029_Health_Bulletin_2021/table_0051.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0052.csv,quarantined_tables/029_Health_Bulletin_2021/table_0052.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0053.csv,quarantined_tables/029_Health_Bulletin_2021/table_0053.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0054.csv,quarantined_tables/029_Health_Bulletin_2021/table_0054.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0055.csv,quarantined_tables/029_Health_Bulletin_2021/table_0055.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0056.csv,quarantined_tables/029_Health_Bulletin_2021/table_0056.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0057.csv,quarantined_tables/029_Health_Bulletin_2021/table_0057.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0058.csv,quarantined_tables/029_Health_Bulletin_2021/table_0058.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0059.csv,quarantined_tables/029_Health_Bulletin_2021/table_0059.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0060.csv,quarantined_tables/029_Health_Bulletin_2021/table_0060.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0061.csv,quarantined_tables/029_Health_Bulletin_2021/table_0061.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0062.csv,quarantined_tables/029_Health_Bulletin_2021/table_0062.csv,rejected,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0063.csv,quarantined_tables/029_Health_Bulletin_2021/table_0063.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0064.csv,quarantined_tables/029_Health_Bulletin_2021/table_0064.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0065.csv,quarantined_tables/029_Health_Bulletin_2021/table_0065.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
extracted_tables/029_Health_Bulletin_2021/table_0066.csv,quarantined_tables/029_Health_Bulletin_2021/table_0066.csv,review_required,unclassified,,blocked_quality_gate,no,0,table_requires_review_or_was_rejected
