source_file,cleaned_file,status,rows_before,rows_after,columns_before,columns_after,duplicate_rows_removed,error
extracted_tables/030_Health_Bulletin_2020/table_0168.csv,cleaned_tables/030_Health_Bulletin_2020/table_0168.csv,ok,17,16,4,4,1,
extracted_tables/030_Health_Bulletin_2020/table_0169.csv,cleaned_tables/030_Health_Bulletin_2020/table_0169.csv,ok,10,9,5,5,1,
extracted_tables/030_Health_Bulletin_2020/table_0170.csv,cleaned_tables/030_Health_Bulletin_2020/table_0170.csv,ok,7,6,5,5,1,
extracted_tables/030_Health_Bulletin_2020/table_0171.csv,cleaned_tables/030_Health_Bulletin_2020/table_0171.csv,ok,13,12,7,7,1,
extracted_tables/030_Health_Bulletin_2020/table_0172.csv,cleaned_tables/030_Health_Bulletin_2020/table_0172.csv,ok,26,23,7,7,3,
extracted_tables/030_Health_Bulletin_2020/table_0173.csv,cleaned_tables/030_Health_Bulletin_2020/table_0173.csv,ok,8,7,8,8,1,
extracted_tables/030_Health_Bulletin_2020/table_0174.csv,cleaned_tables/030_Health_Bulletin_2020/table_0174.csv,ok,7,6,5,4,1,
extracted_tables/030_Health_Bulletin_2020/table_0175.csv,cleaned_tables/030_Health_Bulletin_2020/table_0175.csv,ok,21,20,5,5,1,
extracted_tables/030_Health_Bulletin_2020/table_0176.csv,cleaned_tables/030_Health_Bulletin_2020/table_0176.csv,ok,19,18,5,5,1,
extracted_tables/030_Health_Bulletin_2020/table_0177.csv,cleaned_tables/030_Health_Bulletin_2020/table_0177.csv,ok,8,7,4,4,1,
extracted_tables/030_Health_Bulletin_2020/table_0178.csv,cleaned_tables/030_Health_Bulletin_2020/table_0178.csv,ok,6,6,14,14,0,
extracted_tables/030_Health_Bulletin_2020/table_0179.csv,cleaned_tables/030_Health_Bulletin_2020/table_0179.csv,ok,14,14,10,10,0,
extracted_tables/030_Health_Bulletin_2020/table_0180.csv,cleaned_tables/030_Health_Bulletin_2020/table_0180.csv,ok,14,14,11,11,0,
extracted_tables/030_Health_Bulletin_2020/table_0181.csv,cleaned_tables/030_Health_Bulletin_2020/table_0181.csv,ok,17,16,4,4,1,
extracted_tables/030_Health_Bulletin_2020/table_0182.csv,cleaned_tables/030_Health_Bulletin_2020/table_0182.csv,ok,4,3,4,4,1,
extracted_tables/030_Health_Bulletin_2020/table_0183.csv,cleaned_tables/030_Health_Bulletin_2020/table_0183.csv,ok,13,12,4,4,1,
extracted_tables/030_Health_Bulletin_2020/table_0184.csv,cleaned_tables/030_Health_Bulletin_2020/table_0184.csv,ok,5,4,5,5,1,
extracted_tables/030_Health_Bulletin_2020/table_0185.csv,cleaned_tables/030_Health_Bulletin_2020/table_0185.csv,ok,13,12,5,5,1,
extracted_tables/030_Health_Bulletin_2020/table_0186.csv,cleaned_tables/030_Health_Bulletin_2020/table_0186.csv,ok,6,5,4,4,1,
extracted_tables/030_Health_Bulletin_2020/table_0187.csv,cleaned_tables/030_Health_Bulletin_2020/table_0187.csv,ok,4,3,5,5,1,
extracted_tables/030_Health_Bulletin_2020/table_0188.csv,cleaned_tables/030_Health_Bulletin_2020/table_0188.csv,ok,8,0,9,0,8,
extracted_tables/030_Health_Bulletin_2020/table_0189.csv,cleaned_tables/030_Health_Bulletin_2020/table_0189.csv,ok,2,0,2,0,2,
extracted_tables/030_Health_Bulletin_2020/table_0190.csv,cleaned_tables/030_Health_Bulletin_2020/table_0190.csv,ok,2,0,2,0,2,
extracted_tables/030_Health_Bulletin_2020/table_0191.csv,cleaned_tables/030_Health_Bulletin_2020/table_0191.csv,ok,2,0,2,0,2,
extracted_tables/030_Health_Bulletin_2020/table_0192.csv,cleaned_tables/030_Health_Bulletin_2020/table_0192.csv,ok,9,3,12,5,6,
extracted_tables/030_Health_Bulletin_2020/table_0193.csv,cleaned_tables/030_Health_Bulletin_2020/table_0193.csv,ok,9,9,8,8,0,
extracted_tables/030_Health_Bulletin_2020/table_0194.csv,cleaned_tables/030_Health_Bulletin_2020/table_0194.csv,ok,12,11,5,5,1,
extracted_tables/030_Health_Bulletin_2020/table_0195.csv,cleaned_tables/030_Health_Bulletin_2020/table_0195.csv,ok,14,14,10,10,0,
extracted_tables/030_Health_Bulletin_2020/table_0196.csv,cleaned_tables/030_Health_Bulletin_2020/table_0196.csv,ok,3,2,5,5,1,
extracted_tables/030_Health_Bulletin_2020/table_0197.csv,cleaned_tables/030_Health_Bulletin_2020/table_0197.csv,ok,7,6,3,3,1,
extracted_tables/030_Health_Bulletin_2020/table_0198.csv,cleaned_tables/030_Health_Bulletin_2020/table_0198.csv,ok,14,13,4,4,1,
extracted_tables/030_Health_Bulletin_2020/table_0199.csv,cleaned_tables/030_Health_Bulletin_2020/table_0199.csv,ok,4,3,2,2,1,
extracted_tables/030_Health_Bulletin_2020/table_0200.csv,cleaned_tables/030_Health_Bulletin_2020/table_0200.csv,ok,13,5,12,3,8,
extracted_tables/030_Health_Bulletin_2020/table_0201.csv,cleaned_tables/030_Health_Bulletin_2020/table_0201.csv,ok,17,16,11,11,1,
extracted_tables/030_Health_Bulletin_2020/table_0202.csv,cleaned_tables/030_Health_Bulletin_2020/table_0202.csv,ok,11,8,8,7,3,
extracted_tables/030_Health_Bulletin_2020/table_0203.csv,cleaned_tables/030_Health_Bulletin_2020/table_0203.csv,ok,2,0,2,0,2,
extracted_tables/030_Health_Bulletin_2020/table_0204.csv,cleaned_tables/030_Health_Bulletin_2020/table_0204.csv,ok,10,1,6,1,9,
extracted_tables/030_Health_Bulletin_2020/table_0205.csv,cleaned_tables/030_Health_Bulletin_2020/table_0205.csv,ok,19,18,7,7,1,
extracted_tables/030_Health_Bulletin_2020/table_0206.csv,cleaned_tables/030_Health_Bulletin_2020/table_0206.csv,ok,7,6,7,7,1,
extracted_tables/030_Health_Bulletin_2020/table_0207.csv,cleaned_tables/030_Health_Bulletin_2020/table_0207.csv,ok,12,11,4,4,1,
extracted_tables/030_Health_Bulletin_2020/table_0208.csv,cleaned_tables/030_Health_Bulletin_2020/table_0208.csv,ok,9,8,4,4,1,
extracted_tables/030_Health_Bulletin_2020/table_0209.csv,cleaned_tables/030_Health_Bulletin_2020/table_0209.csv,ok,7,6,4,4,1,
extracted_tables/030_Health_Bulletin_2020/table_0210.csv,cleaned_tables/030_Health_Bulletin_2020/table_0210.csv,ok,10,9,3,3,1,
extracted_tables/030_Health_Bulletin_2020/table_0211.csv,cleaned_tables/030_Health_Bulletin_2020/table_0211.csv,ok,13,12,3,3,1,
extracted_tables/030_Health_Bulletin_2020/table_0212.csv,cleaned_tables/030_Health_Bulletin_2020/table_0212.csv,ok,4,3,2,2,1,
extracted_tables/030_Health_Bulletin_2020/table_0213.csv,cleaned_tables/030_Health_Bulletin_2020/table_0213.csv,ok,7,6,3,3,1,
extracted_tables/030_Health_Bulletin_2020/table_0214.csv,cleaned_tables/030_Health_Bulletin_2020/table_0214.csv,ok,5,4,2,2,1,
extracted_tables/030_Health_Bulletin_2020/table_0215.csv,cleaned_tables/030_Health_Bulletin_2020/table_0215.csv,ok,6,5,2,2,1,
extracted_tables/031_Health_Bulletin_2019/table_0001.csv,cleaned_tables/031_Health_Bulletin_2019/table_0001.csv,ok,2,2,2,2,0,
extracted_tables/031_Health_Bulletin_2019/table_0002.csv,cleaned_tables/031_Health_Bulletin_2019/table_0002.csv,ok,2,1,4,1,1,
extracted_tables/031_Health_Bulletin_2019/table_0003.csv,cleaned_tables/031_Health_Bulletin_2019/table_0003.csv,ok,2,2,2,2,0,
extracted_tables/031_Health_Bulletin_2019/table_0004.csv,cleaned_tables/031_Health_Bulletin_2019/table_0004.csv,ok,2,2,2,2,0,
extracted_tables/031_Health_Bulletin_2019/table_0005.csv,cleaned_tables/031_Health_Bulletin_2019/table_0005.csv,ok,10,9,4,4,1,
extracted_tables/031_Health_Bulletin_2019/table_0006.csv,cleaned_tables/031_Health_Bulletin_2019/table_0006.csv,ok,10,9,4,4,1,
extracted_tables/031_Health_Bulletin_2019/table_0007.csv,cleaned_tables/031_Health_Bulletin_2019/table_0007.csv,ok,10,9,4,4,1,
extracted_tables/031_Health_Bulletin_2019/table_0008.csv,cleaned_tables/031_Health_Bulletin_2019/table_0008.csv,ok,10,9,4,4,1,
extracted_tables/031_Health_Bulletin_2019/table_0009.csv,cleaned_tables/031_Health_Bulletin_2019/table_0009.csv,ok,10,9,4,4,1,
extracted_tables/031_Health_Bulletin_2019/table_0010.csv,cleaned_tables/031_Health_Bulletin_2019/table_0010.csv,ok,2,0,2,0,2,
extracted_tables/031_Health_Bulletin_2019/table_0011.csv,cleaned_tables/031_Health_Bulletin_2019/table_0011.csv,ok,2,0,2,0,2,
extracted_tables/031_Health_Bulletin_2019/table_0012.csv,cleaned_tables/031_Health_Bulletin_2019/table_0012.csv,ok,10,9,2,2,1,
extracted_tables/031_Health_Bulletin_2019/table_0013.csv,cleaned_tables/031_Health_Bulletin_2019/table_0013.csv,ok,5,4,11,11,1,
extracted_tables/031_Health_Bulletin_2019/table_0014.csv,cleaned_tables/031_Health_Bulletin_2019/table_0014.csv,ok,2,0,2,0,2,
extracted_tables/031_Health_Bulletin_2019/table_0015.csv,cleaned_tables/031_Health_Bulletin_2019/table_0015.csv,ok,2,0,2,0,2,
extracted_tables/031_Health_Bulletin_2019/table_0016.csv,cleaned_tables/031_Health_Bulletin_2019/table_0016.csv,ok,3,0,3,0,3,
extracted_tables/031_Health_Bulletin_2019/table_0017.csv,cleaned_tables/031_Health_Bulletin_2019/table_0017.csv,ok,2,0,2,0,2,
extracted_tables/031_Health_Bulletin_2019/table_0018.csv,cleaned_tables/031_Health_Bulletin_2019/table_0018.csv,ok,2,0,2,0,2,
extracted_tables/031_Health_Bulletin_2019/table_0019.csv,cleaned_tables/031_Health_Bulletin_2019/table_0019.csv,ok,2,0,2,0,2,
extracted_tables/031_Health_Bulletin_2019/table_0020.csv,cleaned_tables/031_Health_Bulletin_2019/table_0020.csv,ok,2,0,2,0,2,
extracted_tables/031_Health_Bulletin_2019/table_0021.csv,cleaned_tables/031_Health_Bulletin_2019/table_0021.csv,ok,2,0,2,0,2,
extracted_tables/031_Health_Bulletin_2019/table_0022.csv,cleaned_tables/031_Health_Bulletin_2019/table_0022.csv,ok,5,4,15,1,1,
extracted_tables/031_Health_Bulletin_2019/table_0023.csv,cleaned_tables/031_Health_Bulletin_2019/table_0023.csv,ok,2,1,7,7,1,
extracted_tables/031_Health_Bulletin_2019/table_0024.csv,cleaned_tables/031_Health_Bulletin_2019/table_0024.csv,ok,12,1,12,1,11,
extracted_tables/031_Health_Bulletin_2019/table_0025.csv,cleaned_tables/031_Health_Bulletin_2019/table_0025.csv,ok,2,2,6,6,0,
extracted_tables/031_Health_Bulletin_2019/table_0026.csv,cleaned_tables/031_Health_Bulletin_2019/table_0026.csv,ok,2,1,6,3,1,
extracted_tables/031_Health_Bulletin_2019/table_0027.csv,cleaned_tables/031_Health_Bulletin_2019/table_0027.csv,ok,5,2,2,1,3,
extracted_tables/031_Health_Bulletin_2019/table_0028.csv,cleaned_tables/031_Health_Bulletin_2019/table_0028.csv,ok,5,4,3,3,1,
extracted_tables/031_Health_Bulletin_2019/table_0029.csv,cleaned_tables/031_Health_Bulletin_2019/table_0029.csv,ok,4,0,18,0,4,
extracted_tables/031_Health_Bulletin_2019/table_0030.csv,cleaned_tables/031_Health_Bulletin_2019/table_0030.csv,ok,12,0,9,0,12,
extracted_tables/031_Health_Bulletin_2019/table_0031.csv,cleaned_tables/031_Health_Bulletin_2019/table_0031.csv,ok,10,3,39,12,7,
extracted_tables/031_Health_Bulletin_2019/table_0032.csv,cleaned_tables/031_Health_Bulletin_2019/table_0032.csv,ok,8,0,26,0,8,
extracted_tables/031_Health_Bulletin_2019/table_0033.csv,cleaned_tables/031_Health_Bulletin_2019/table_0033.csv,ok,2,0,2,0,2,
extracted_tables/031_Health_Bulletin_2019/table_0034.csv,cleaned_tables/031_Health_Bulletin_2019/table_0034.csv,ok,2,0,2,0,2,
extracted_tables/031_Health_Bulletin_2019/table_0035.csv,cleaned_tables/031_Health_Bulletin_2019/table_0035.csv,ok,17,14,2,2,3,
extracted_tables/031_Health_Bulletin_2019/table_0036.csv,cleaned_tables/031_Health_Bulletin_2019/table_0036.csv,ok,7,2,14,3,5,
extracted_tables/031_Health_Bulletin_2019/table_0037.csv,cleaned_tables/031_Health_Bulletin_2019/table_0037.csv,ok,2,0,2,0,2,
extracted_tables/031_Health_Bulletin_2019/table_0038.csv,cleaned_tables/031_Health_Bulletin_2019/table_0038.csv,ok,2,0,2,0,2,
extracted_tables/031_Health_Bulletin_2019/table_0039.csv,cleaned_tables/031_Health_Bulletin_2019/table_0039.csv,ok,2,0,2,0,2,
extracted_tables/031_Health_Bulletin_2019/table_0040.csv,cleaned_tables/031_Health_Bulletin_2019/table_0040.csv,ok,2,0,2,0,2,
extracted_tables/031_Health_Bulletin_2019/table_0041.csv,cleaned_tables/031_Health_Bulletin_2019/table_0041.csv,ok,2,0,2,0,2,
extracted_tables/031_Health_Bulletin_2019/table_0042.csv,cleaned_tables/031_Health_Bulletin_2019/table_0042.csv,ok,2,0,2,0,2,
extracted_tables/031_Health_Bulletin_2019/table_0043.csv,cleaned_tables/031_Health_Bulletin_2019/table_0043.csv,ok,2,0,2,0,2,
extracted_tables/031_Health_Bulletin_2019/table_0044.csv,cleaned_tables/031_Health_Bulletin_2019/table_0044.csv,ok,2,0,2,0,2,
extracted_tables/031_Health_Bulletin_2019/table_0045.csv,cleaned_tables/031_Health_Bulletin_2019/table_0045.csv,ok,2,0,2,0,2,
extracted_tables/031_Health_Bulletin_2019/table_0046.csv,cleaned_tables/031_Health_Bulletin_2019/table_0046.csv,ok,2,0,2,0,2,
extracted_tables/031_Health_Bulletin_2019/table_0047.csv,cleaned_tables/031_Health_Bulletin_2019/table_0047.csv,ok,2,0,2,0,2,
extracted_tables/031_Health_Bulletin_2019/table_0048.csv,cleaned_tables/031_Health_Bulletin_2019/table_0048.csv,ok,2,0,2,0,2,
extracted_tables/031_Health_Bulletin_2019/table_0049.csv,cleaned_tables/031_Health_Bulletin_2019/table_0049.csv,ok,2,1,4,3,1,
extracted_tables/031_Health_Bulletin_2019/table_0050.csv,cleaned_tables/031_Health_Bulletin_2019/table_0050.csv,ok,2,1,4,3,1,
extracted_tables/031_Health_Bulletin_2019/table_0051.csv,cleaned_tables/031_Health_Bulletin_2019/table_0051.csv,ok,2,1,6,5,1,
extracted_tables/031_Health_Bulletin_2019/table_0052.csv,cleaned_tables/031_Health_Bulletin_2019/table_0052.csv,ok,2,1,6,5,1,
extracted_tables/031_Health_Bulletin_2019/table_0053.csv,cleaned_tables/031_Health_Bulletin_2019/table_0053.csv,ok,2,1,6,5,1,
extracted_tables/031_Health_Bulletin_2019/table_0054.csv,cleaned_tables/031_Health_Bulletin_2019/table_0054.csv,ok,2,1,6,5,1,
extracted_tables/031_Health_Bulletin_2019/table_0055.csv,cleaned_tables/031_Health_Bulletin_2019/table_0055.csv,ok,2,1,6,5,1,
extracted_tables/031_Health_Bulletin_2019/table_0056.csv,cleaned_tables/031_Health_Bulletin_2019/table_0056.csv,ok,2,1,6,5,1,
extracted_tables/031_Health_Bulletin_2019/table_0057.csv,cleaned_tables/031_Health_Bulletin_2019/table_0057.csv,ok,2,1,2,1,1,
extracted_tables/031_Health_Bulletin_2019/table_0058.csv,cleaned_tables/031_Health_Bulletin_2019/table_0058.csv,ok,2,1,6,3,1,
extracted_tables/031_Health_Bulletin_2019/table_0059.csv,cleaned_tables/031_Health_Bulletin_2019/table_0059.csv,ok,3,0,3,0,3,
extracted_tables/031_Health_Bulletin_2019/table_0060.csv,cleaned_tables/031_Health_Bulletin_2019/table_0060.csv,ok,2,1,5,5,1,
extracted_tables/031_Health_Bulletin_2019/table_0061.csv,cleaned_tables/031_Health_Bulletin_2019/table_0061.csv,ok,3,0,3,0,3,
extracted_tables/031_Health_Bulletin_2019/table_0062.csv,cleaned_tables/031_Health_Bulletin_2019/table_0062.csv,ok,2,0,2,0,2,
extracted_tables/031_Health_Bulletin_2019/table_0063.csv,cleaned_tables/031_Health_Bulletin_2019/table_0063.csv,ok,2,0,3,0,2,
extracted_tables/031_Health_Bulletin_2019/table_0064.csv,cleaned_tables/031_Health_Bulletin_2019/table_0064.csv,ok,2,0,3,0,2,
extracted_tables/031_Health_Bulletin_2019/table_0065.csv,cleaned_tables/031_Health_Bulletin_2019/table_0065.csv,ok,2,2,7,7,0,
extracted_tables/031_Health_Bulletin_2019/table_0066.csv,cleaned_tables/031_Health_Bulletin_2019/table_0066.csv,ok,10,4,12,2,6,
extracted_tables/031_Health_Bulletin_2019/table_0067.csv,cleaned_tables/031_Health_Bulletin_2019/table_0067.csv,ok,9,5,2,2,4,
extracted_tables/031_Health_Bulletin_2019/table_0068.csv,cleaned_tables/031_Health_Bulletin_2019/table_0068.csv,ok,9,5,2,2,4,
extracted_tables/031_Health_Bulletin_2019/table_0069.csv,cleaned_tables/031_Health_Bulletin_2019/table_0069.csv,ok,11,10,41,24,1,
extracted_tables/031_Health_Bulletin_2019/table_0070.csv,cleaned_tables/031_Health_Bulletin_2019/table_0070.csv,ok,10,0,6,0,10,
extracted_tables/031_Health_Bulletin_2019/table_0071.csv,cleaned_tables/031_Health_Bulletin_2019/table_0071.csv,ok,10,8,8,7,2,
extracted_tables/031_Health_Bulletin_2019/table_0072.csv,cleaned_tables/031_Health_Bulletin_2019/table_0072.csv,ok,7,5,2,2,2,
extracted_tables/032_Health_Bulletin_2018/table_0001.csv,cleaned_tables/032_Health_Bulletin_2018/table_0001.csv,ok,3,0,5,0,3,
extracted_tables/032_Health_Bulletin_2018/table_0002.csv,cleaned_tables/032_Health_Bulletin_2018/table_0002.csv,ok,13,12,3,1,1,
extracted_tables/032_Health_Bulletin_2018/table_0003.csv,cleaned_tables/032_Health_Bulletin_2018/table_0003.csv,ok,13,1,2,1,12,
extracted_tables/032_Health_Bulletin_2018/table_0004.csv,cleaned_tables/032_Health_Bulletin_2018/table_0004.csv,ok,5,4,3,3,1,
extracted_tables/032_Health_Bulletin_2018/table_0005.csv,cleaned_tables/032_Health_Bulletin_2018/table_0005.csv,ok,13,1,2,1,12,
extracted_tables/032_Health_Bulletin_2018/table_0006.csv,cleaned_tables/032_Health_Bulletin_2018/table_0006.csv,ok,13,1,2,1,12,
extracted_tables/032_Health_Bulletin_2018/table_0007.csv,cleaned_tables/032_Health_Bulletin_2018/table_0007.csv,ok,15,14,3,3,1,
extracted_tables/032_Health_Bulletin_2018/table_0008.csv,cleaned_tables/032_Health_Bulletin_2018/table_0008.csv,ok,13,1,2,1,12,
extracted_tables/032_Health_Bulletin_2018/table_0009.csv,cleaned_tables/032_Health_Bulletin_2018/table_0009.csv,ok,11,10,3,3,1,
extracted_tables/032_Health_Bulletin_2018/table_0010.csv,cleaned_tables/032_Health_Bulletin_2018/table_0010.csv,ok,13,1,2,1,12,
extracted_tables/032_Health_Bulletin_2018/table_0011.csv,cleaned_tables/032_Health_Bulletin_2018/table_0011.csv,ok,13,12,3,1,1,
extracted_tables/032_Health_Bulletin_2018/table_0012.csv,cleaned_tables/032_Health_Bulletin_2018/table_0012.csv,ok,13,1,2,1,12,
extracted_tables/032_Health_Bulletin_2018/table_0013.csv,cleaned_tables/032_Health_Bulletin_2018/table_0013.csv,ok,2,1,2,1,1,
extracted_tables/032_Health_Bulletin_2018/table_0014.csv,cleaned_tables/032_Health_Bulletin_2018/table_0014.csv,ok,2,1,2,1,1,
extracted_tables/032_Health_Bulletin_2018/table_0015.csv,cleaned_tables/032_Health_Bulletin_2018/table_0015.csv,ok,13,1,2,1,12,
extracted_tables/032_Health_Bulletin_2018/table_0016.csv,cleaned_tables/032_Health_Bulletin_2018/table_0016.csv,ok,2,1,2,1,1,
extracted_tables/032_Health_Bulletin_2018/table_0017.csv,cleaned_tables/032_Health_Bulletin_2018/table_0017.csv,ok,2,1,2,1,1,
extracted_tables/032_Health_Bulletin_2018/table_0018.csv,cleaned_tables/032_Health_Bulletin_2018/table_0018.csv,ok,13,1,2,1,12,
extracted_tables/032_Health_Bulletin_2018/table_0019.csv,cleaned_tables/032_Health_Bulletin_2018/table_0019.csv,ok,2,1,2,1,1,
extracted_tables/032_Health_Bulletin_2018/table_0020.csv,cleaned_tables/032_Health_Bulletin_2018/table_0020.csv,ok,2,1,2,1,1,
extracted_tables/032_Health_Bulletin_2018/table_0021.csv,cleaned_tables/032_Health_Bulletin_2018/table_0021.csv,ok,13,1,2,1,12,
extracted_tables/032_Health_Bulletin_2018/table_0022.csv,cleaned_tables/032_Health_Bulletin_2018/table_0022.csv,ok,2,1,2,1,1,
extracted_tables/032_Health_Bulletin_2018/table_0023.csv,cleaned_tables/032_Health_Bulletin_2018/table_0023.csv,ok,2,1,2,1,1,
extracted_tables/032_Health_Bulletin_2018/table_0024.csv,cleaned_tables/032_Health_Bulletin_2018/table_0024.csv,ok,13,1,2,1,12,
extracted_tables/032_Health_Bulletin_2018/table_0025.csv,cleaned_tables/032_Health_Bulletin_2018/table_0025.csv,ok,2,1,4,1,1,
extracted_tables/032_Health_Bulletin_2018/table_0026.csv,cleaned_tables/032_Health_Bulletin_2018/table_0026.csv,ok,2,2,13,13,0,
extracted_tables/032_Health_Bulletin_2018/table_0027.csv,cleaned_tables/032_Health_Bulletin_2018/table_0027.csv,ok,2,2,13,13,0,
extracted_tables/032_Health_Bulletin_2018/table_0028.csv,cleaned_tables/032_Health_Bulletin_2018/table_0028.csv,ok,13,1,2,1,12,
extracted_tables/032_Health_Bulletin_2018/table_0029.csv,cleaned_tables/032_Health_Bulletin_2018/table_0029.csv,ok,13,1,2,1,12,
extracted_tables/032_Health_Bulletin_2018/table_0030.csv,cleaned_tables/032_Health_Bulletin_2018/table_0030.csv,ok,13,1,2,1,12,
extracted_tables/032_Health_Bulletin_2018/table_0031.csv,cleaned_tables/032_Health_Bulletin_2018/table_0031.csv,ok,13,1,2,1,12,
extracted_tables/032_Health_Bulletin_2018/table_0032.csv,cleaned_tables/032_Health_Bulletin_2018/table_0032.csv,ok,13,1,2,1,12,
extracted_tables/032_Health_Bulletin_2018/table_0033.csv,cleaned_tables/032_Health_Bulletin_2018/table_0033.csv,ok,13,1,2,1,12,
extracted_tables/032_Health_Bulletin_2018/table_0034.csv,cleaned_tables/032_Health_Bulletin_2018/table_0034.csv,ok,13,12,3,1,1,
extracted_tables/032_Health_Bulletin_2018/table_0035.csv,cleaned_tables/032_Health_Bulletin_2018/table_0035.csv,ok,13,1,2,1,12,
extracted_tables/032_Health_Bulletin_2018/table_0036.csv,cleaned_tables/032_Health_Bulletin_2018/table_0036.csv,ok,13,1,2,1,12,
extracted_tables/032_Health_Bulletin_2018/table_0037.csv,cleaned_tables/032_Health_Bulletin_2018/table_0037.csv,ok,13,1,2,1,12,
extracted_tables/032_Health_Bulletin_2018/table_0038.csv,cleaned_tables/032_Health_Bulletin_2018/table_0038.csv,ok,9,8,4,3,1,
extracted_tables/032_Health_Bulletin_2018/table_0039.csv,cleaned_tables/032_Health_Bulletin_2018/table_0039.csv,ok,13,1,2,1,12,
extracted_tables/032_Health_Bulletin_2018/table_0040.csv,cleaned_tables/032_Health_Bulletin_2018/table_0040.csv,ok,7,6,4,3,1,
extracted_tables/032_Health_Bulletin_2018/table_0041.csv,cleaned_tables/032_Health_Bulletin_2018/table_0041.csv,ok,13,1,2,1,12,
extracted_tables/032_Health_Bulletin_2018/table_0042.csv,cleaned_tables/032_Health_Bulletin_2018/table_0042.csv,ok,13,1,2,1,12,
extracted_tables/032_Health_Bulletin_2018/table_0043.csv,cleaned_tables/032_Health_Bulletin_2018/table_0043.csv,ok,13,1,2,1,12,
extracted_tables/032_Health_Bulletin_2018/table_0044.csv,cleaned_tables/032_Health_Bulletin_2018/table_0044.csv,ok,11,0,13,0,11,
extracted_tables/032_Health_Bulletin_2018/table_0045.csv,cleaned_tables/032_Health_Bulletin_2018/table_0045.csv,ok,2,1,5,5,1,
extracted_tables/032_Health_Bulletin_2018/table_0046.csv,cleaned_tables/032_Health_Bulletin_2018/table_0046.csv,ok,13,1,2,1,12,
extracted_tables/032_Health_Bulletin_2018/table_0047.csv,cleaned_tables/032_Health_Bulletin_2018/table_0047.csv,ok,16,15,5,5,1,
extracted_tables/032_Health_Bulletin_2018/table_0048.csv,cleaned_tables/032_Health_Bulletin_2018/table_0048.csv,ok,13,1,2,1,12,
extracted_tables/032_Health_Bulletin_2018/table_0049.csv,cleaned_tables/032_Health_Bulletin_2018/table_0049.csv,ok,10,9,5,5,1,
extracted_tables/032_Health_Bulletin_2018/table_0050.csv,cleaned_tables/032_Health_Bulletin_2018/table_0050.csv,ok,13,1,2,1,12,
extracted_tables/032_Health_Bulletin_2018/table_0051.csv,cleaned_tables/032_Health_Bulletin_2018/table_0051.csv,ok,10,9,6,6,1,
extracted_tables/032_Health_Bulletin_2018/table_0052.csv,cleaned_tables/032_Health_Bulletin_2018/table_0052.csv,ok,13,1,2,1,12,
extracted_tables/032_Health_Bulletin_2018/table_0053.csv,cleaned_tables/032_Health_Bulletin_2018/table_0053.csv,ok,13,1,2,1,12,
extracted_tables/032_Health_Bulletin_2018/table_0054.csv,cleaned_tables/032_Health_Bulletin_2018/table_0054.csv,ok,3,3,3,3,0,
extracted_tables/032_Health_Bulletin_2018/table_0055.csv,cleaned_tables/032_Health_Bulletin_2018/table_0055.csv,ok,13,1,2,1,12,
extracted_tables/032_Health_Bulletin_2018/table_0056.csv,cleaned_tables/032_Health_Bulletin_2018/table_0056.csv,ok,13,12,3,1,1,
extracted_tables/032_Health_Bulletin_2018/table_0057.csv,cleaned_tables/032_Health_Bulletin_2018/table_0057.csv,ok,13,1,2,1,12,
extracted_tables/032_Health_Bulletin_2018/table_0058.csv,cleaned_tables/032_Health_Bulletin_2018/table_0058.csv,ok,9,9,8,8,0,
extracted_tables/032_Health_Bulletin_2018/table_0059.csv,cleaned_tables/032_Health_Bulletin_2018/table_0059.csv,ok,4,3,3,3,1,
extracted_tables/032_Health_Bulletin_2018/table_0060.csv,cleaned_tables/032_Health_Bulletin_2018/table_0060.csv,ok,2,1,12,12,1,
extracted_tables/032_Health_Bulletin_2018/table_0061.csv,cleaned_tables/032_Health_Bulletin_2018/table_0061.csv,ok,3,2,9,9,1,
extracted_tables/032_Health_Bulletin_2018/table_0062.csv,cleaned_tables/032_Health_Bulletin_2018/table_0062.csv,ok,4,4,11,11,0,
extracted_tables/032_Health_Bulletin_2018/table_0063.csv,cleaned_tables/032_Health_Bulletin_2018/table_0063.csv,ok,14,13,5,5,1,
extracted_tables/032_Health_Bulletin_2018/table_0064.csv,cleaned_tables/032_Health_Bulletin_2018/table_0064.csv,ok,5,4,5,5,1,
extracted_tables/032_Health_Bulletin_2018/table_0065.csv,cleaned_tables/032_Health_Bulletin_2018/table_0065.csv,ok,21,20,4,4,1,
extracted_tables/032_Health_Bulletin_2018/table_0066.csv,cleaned_tables/032_Health_Bulletin_2018/table_0066.csv,ok,23,22,5,5,1,
extracted_tables/032_Health_Bulletin_2018/table_0067.csv,cleaned_tables/032_Health_Bulletin_2018/table_0067.csv,ok,10,10,2,2,0,
extracted_tables/032_Health_Bulletin_2018/table_0068.csv,cleaned_tables/032_Health_Bulletin_2018/table_0068.csv,ok,11,10,2,2,1,
extracted_tables/032_Health_Bulletin_2018/table_0069.csv,cleaned_tables/032_Health_Bulletin_2018/table_0069.csv,ok,2,2,5,5,0,
extracted_tables/032_Health_Bulletin_2018/table_0070.csv,cleaned_tables/032_Health_Bulletin_2018/table_0070.csv,ok,3,3,5,5,0,
extracted_tables/032_Health_Bulletin_2018/table_0071.csv,cleaned_tables/032_Health_Bulletin_2018/table_0071.csv,ok,4,4,5,5,0,
