source_record,source_evidence,target_sql_table,verified_csv,column_count,loaded_rows,blank_or_null_cells,sha256,verification_status
114,extracted_tables/114_DGHS_Active_Facility_Registry/table_0001.csv,HealthFacility,verified_tables/migration_006_loaded/HealthFacility.csv,4,39434,0,5eacc633a2ee07121750dc2d540b5fa2582fd039f6d8d5193fd288207aa41db6,source_mapped_loaded_and_sql_reconciled
114,extracted_tables/114_DGHS_Active_Facility_Registry/table_0001.csv,Laboratory,verified_tables/migration_006_loaded/Laboratory.csv,3,9694,0,cbd3d24c022390500f3bb80f7cf5e3010c35deb73a5627f97441e6e658b25ed9,source_mapped_loaded_and_sql_reconciled
116,extracted_tables/116_Bangladesh_ICD11_Condition_ValueSet/table_0001.csv,Disease,verified_tables/migration_006_loaded/Disease.csv,3,18508,0,4e8151d781a5270fd76d1b9935447ed338fa23752f5b8873e6b7679bacc10638,source_mapped_loaded_and_sql_reconciled
118,extracted_tables/118_Bangladesh_Open_Data_Doctor_Directory/table_0001.csv,Designation,verified_tables/migration_006_loaded/Designation.csv,2,54,0,009e5d7037d99e80ab0808be3d79b4eb556508b7187bc175554f7b3ac9b307b3,source_mapped_loaded_and_sql_reconciled
