source_file,file,rows,cols,quality_status,quality_reasons,status,error
extracted_tables/028_Health_Bulletin_2022/table_0149.csv,quarantined_tables/028_Health_Bulletin_2022/table_0149.csv,4,7,review_required,placeholder_headers,ok,
extracted_tables/028_Health_Bulletin_2022/table_0150.csv,quarantined_tables/028_Health_Bulletin_2022/table_0150.csv,5,8,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0151.csv,quarantined_tables/028_Health_Bulletin_2022/table_0151.csv,4,7,review_required,placeholder_headers,ok,
extracted_tables/028_Health_Bulletin_2022/table_0152.csv,quarantined_tables/028_Health_Bulletin_2022/table_0152.csv,4,7,review_required,placeholder_headers,ok,
extracted_tables/028_Health_Bulletin_2022/table_0153.csv,quarantined_tables/028_Health_Bulletin_2022/table_0153.csv,20,15,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0154.csv,quarantined_tables/028_Health_Bulletin_2022/table_0154.csv,11,6,review_required,placeholder_headers,ok,
extracted_tables/028_Health_Bulletin_2022/table_0155.csv,quarantined_tables/028_Health_Bulletin_2022/table_0155.csv,20,18,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0156.csv,quarantined_tables/028_Health_Bulletin_2022/table_0156.csv,22,14,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0157.csv,quarantined_tables/028_Health_Bulletin_2022/table_0157.csv,20,23,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0158.csv,quarantined_tables/028_Health_Bulletin_2022/table_0158.csv,20,24,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0159.csv,quarantined_tables/028_Health_Bulletin_2022/table_0159.csv,20,23,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0160.csv,quarantined_tables/028_Health_Bulletin_2022/table_0160.csv,22,13,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0161.csv,quarantined_tables/028_Health_Bulletin_2022/table_0161.csv,24,9,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0162.csv,quarantined_tables/028_Health_Bulletin_2022/table_0162.csv,2,2,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0163.csv,quarantined_tables/028_Health_Bulletin_2022/table_0163.csv,16,5,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0164.csv,quarantined_tables/028_Health_Bulletin_2022/table_0164.csv,23,6,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0165.csv,quarantined_tables/028_Health_Bulletin_2022/table_0165.csv,37,6,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0166.csv,quarantined_tables/028_Health_Bulletin_2022/table_0166.csv,30,6,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0167.csv,quarantined_tables/028_Health_Bulletin_2022/table_0167.csv,4,6,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0168.csv,quarantined_tables/028_Health_Bulletin_2022/table_0168.csv,5,6,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0169.csv,quarantined_tables/028_Health_Bulletin_2022/table_0169.csv,3,8,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0170.csv,quarantined_tables/028_Health_Bulletin_2022/table_0170.csv,6,4,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0171.csv,quarantined_tables/028_Health_Bulletin_2022/table_0171.csv,6,10,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0172.csv,quarantined_tables/028_Health_Bulletin_2022/table_0172.csv,6,10,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0173.csv,quarantined_tables/028_Health_Bulletin_2022/table_0173.csv,6,11,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0174.csv,quarantined_tables/028_Health_Bulletin_2022/table_0174.csv,0,0,rejected,empty_or_single_column,ok,
extracted_tables/028_Health_Bulletin_2022/table_0175.csv,quarantined_tables/028_Health_Bulletin_2022/table_0175.csv,0,0,rejected,empty_or_single_column,ok,
extracted_tables/028_Health_Bulletin_2022/table_0176.csv,quarantined_tables/028_Health_Bulletin_2022/table_0176.csv,0,0,rejected,empty_or_single_column,ok,
extracted_tables/028_Health_Bulletin_2022/table_0177.csv,quarantined_tables/028_Health_Bulletin_2022/table_0177.csv,0,0,rejected,empty_or_single_column,ok,
extracted_tables/028_Health_Bulletin_2022/table_0178.csv,quarantined_tables/028_Health_Bulletin_2022/table_0178.csv,0,0,rejected,empty_or_single_column,ok,
extracted_tables/028_Health_Bulletin_2022/table_0179.csv,quarantined_tables/028_Health_Bulletin_2022/table_0179.csv,0,0,rejected,empty_or_single_column,ok,
extracted_tables/028_Health_Bulletin_2022/table_0180.csv,quarantined_tables/028_Health_Bulletin_2022/table_0180.csv,4,5,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0181.csv,quarantined_tables/028_Health_Bulletin_2022/table_0181.csv,0,0,rejected,empty_or_single_column,ok,
extracted_tables/028_Health_Bulletin_2022/table_0182.csv,quarantined_tables/028_Health_Bulletin_2022/table_0182.csv,0,0,rejected,empty_or_single_column,ok,
extracted_tables/028_Health_Bulletin_2022/table_0183.csv,quarantined_tables/028_Health_Bulletin_2022/table_0183.csv,0,0,rejected,empty_or_single_column,ok,
extracted_tables/028_Health_Bulletin_2022/table_0184.csv,quarantined_tables/028_Health_Bulletin_2022/table_0184.csv,2,13,review_required,placeholder_headers,ok,
extracted_tables/028_Health_Bulletin_2022/table_0185.csv,quarantined_tables/028_Health_Bulletin_2022/table_0185.csv,0,0,rejected,empty_or_single_column,ok,
extracted_tables/028_Health_Bulletin_2022/table_0186.csv,quarantined_tables/028_Health_Bulletin_2022/table_0186.csv,0,0,rejected,empty_or_single_column,ok,
extracted_tables/028_Health_Bulletin_2022/table_0187.csv,quarantined_tables/028_Health_Bulletin_2022/table_0187.csv,6,2,review_required,placeholder_headers,ok,
extracted_tables/028_Health_Bulletin_2022/table_0188.csv,quarantined_tables/028_Health_Bulletin_2022/table_0188.csv,0,0,rejected,empty_or_single_column,ok,
extracted_tables/028_Health_Bulletin_2022/table_0189.csv,quarantined_tables/028_Health_Bulletin_2022/table_0189.csv,0,0,rejected,empty_or_single_column,ok,
extracted_tables/028_Health_Bulletin_2022/table_0190.csv,quarantined_tables/028_Health_Bulletin_2022/table_0190.csv,6,2,review_required,placeholder_headers,ok,
extracted_tables/028_Health_Bulletin_2022/table_0191.csv,quarantined_tables/028_Health_Bulletin_2022/table_0191.csv,6,2,review_required,placeholder_headers,ok,
extracted_tables/028_Health_Bulletin_2022/table_0192.csv,quarantined_tables/028_Health_Bulletin_2022/table_0192.csv,0,0,rejected,empty_or_single_column,ok,
extracted_tables/028_Health_Bulletin_2022/table_0193.csv,quarantined_tables/028_Health_Bulletin_2022/table_0193.csv,3,1,rejected,empty_or_single_column,ok,
extracted_tables/028_Health_Bulletin_2022/table_0194.csv,quarantined_tables/028_Health_Bulletin_2022/table_0194.csv,2,1,rejected,empty_or_single_column,ok,
extracted_tables/028_Health_Bulletin_2022/table_0195.csv,quarantined_tables/028_Health_Bulletin_2022/table_0195.csv,0,0,rejected,empty_or_single_column,ok,
extracted_tables/028_Health_Bulletin_2022/table_0196.csv,quarantined_tables/028_Health_Bulletin_2022/table_0196.csv,0,0,rejected,empty_or_single_column,ok,
extracted_tables/028_Health_Bulletin_2022/table_0197.csv,quarantined_tables/028_Health_Bulletin_2022/table_0197.csv,0,0,rejected,empty_or_single_column,ok,
extracted_tables/028_Health_Bulletin_2022/table_0198.csv,quarantined_tables/028_Health_Bulletin_2022/table_0198.csv,0,0,rejected,empty_or_single_column,ok,
extracted_tables/028_Health_Bulletin_2022/table_0199.csv,quarantined_tables/028_Health_Bulletin_2022/table_0199.csv,11,14,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0200.csv,quarantined_tables/028_Health_Bulletin_2022/table_0200.csv,19,14,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0201.csv,quarantined_tables/028_Health_Bulletin_2022/table_0201.csv,8,14,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0202.csv,quarantined_tables/028_Health_Bulletin_2022/table_0202.csv,13,12,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0203.csv,quarantined_tables/028_Health_Bulletin_2022/table_0203.csv,9,8,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0204.csv,quarantined_tables/028_Health_Bulletin_2022/table_0204.csv,39,8,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0205.csv,quarantined_tables/028_Health_Bulletin_2022/table_0205.csv,8,8,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0206.csv,quarantined_tables/028_Health_Bulletin_2022/table_0206.csv,8,8,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0207.csv,quarantined_tables/028_Health_Bulletin_2022/table_0207.csv,16,11,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0208.csv,quarantined_tables/028_Health_Bulletin_2022/table_0208.csv,10,31,review_required,placeholder_headers;high_internal_blank_ratio;wide_table_requires_structural_review,ok,
extracted_tables/028_Health_Bulletin_2022/table_0209.csv,quarantined_tables/028_Health_Bulletin_2022/table_0209.csv,14,28,review_required,placeholder_headers,ok,
extracted_tables/028_Health_Bulletin_2022/table_0210.csv,quarantined_tables/028_Health_Bulletin_2022/table_0210.csv,5,8,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0211.csv,quarantined_tables/028_Health_Bulletin_2022/table_0211.csv,19,8,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0212.csv,quarantined_tables/028_Health_Bulletin_2022/table_0212.csv,6,10,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0213.csv,quarantined_tables/028_Health_Bulletin_2022/table_0213.csv,13,8,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0214.csv,quarantined_tables/028_Health_Bulletin_2022/table_0214.csv,3,2,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0215.csv,quarantined_tables/028_Health_Bulletin_2022/table_0215.csv,13,6,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0216.csv,quarantined_tables/028_Health_Bulletin_2022/table_0216.csv,2,2,review_required,placeholder_headers,ok,
extracted_tables/028_Health_Bulletin_2022/table_0217.csv,quarantined_tables/028_Health_Bulletin_2022/table_0217.csv,38,5,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0218.csv,quarantined_tables/028_Health_Bulletin_2022/table_0218.csv,40,3,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0219.csv,quarantined_tables/028_Health_Bulletin_2022/table_0219.csv,20,2,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0220.csv,quarantined_tables/028_Health_Bulletin_2022/table_0220.csv,0,0,rejected,empty_or_single_column,ok,
extracted_tables/028_Health_Bulletin_2022/table_0221.csv,quarantined_tables/028_Health_Bulletin_2022/table_0221.csv,7,5,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0222.csv,quarantined_tables/028_Health_Bulletin_2022/table_0222.csv,1,1,rejected,empty_or_single_column,ok,
extracted_tables/028_Health_Bulletin_2022/table_0223.csv,quarantined_tables/028_Health_Bulletin_2022/table_0223.csv,4,4,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0224.csv,quarantined_tables/028_Health_Bulletin_2022/table_0224.csv,15,18,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0225.csv,quarantined_tables/028_Health_Bulletin_2022/table_0225.csv,6,6,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0226.csv,quarantined_tables/028_Health_Bulletin_2022/table_0226.csv,0,0,rejected,empty_or_single_column,ok,
extracted_tables/028_Health_Bulletin_2022/table_0227.csv,quarantined_tables/028_Health_Bulletin_2022/table_0227.csv,1,1,rejected,empty_or_single_column,ok,
extracted_tables/028_Health_Bulletin_2022/table_0228.csv,quarantined_tables/028_Health_Bulletin_2022/table_0228.csv,3,5,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0229.csv,quarantined_tables/028_Health_Bulletin_2022/table_0229.csv,2,3,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0230.csv,quarantined_tables/028_Health_Bulletin_2022/table_0230.csv,4,10,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0231.csv,quarantined_tables/028_Health_Bulletin_2022/table_0231.csv,7,12,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0232.csv,quarantined_tables/028_Health_Bulletin_2022/table_0232.csv,4,21,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0233.csv,quarantined_tables/028_Health_Bulletin_2022/table_0233.csv,2,24,review_required,placeholder_headers,ok,
extracted_tables/028_Health_Bulletin_2022/table_0234.csv,quarantined_tables/028_Health_Bulletin_2022/table_0234.csv,9,8,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0235.csv,quarantined_tables/028_Health_Bulletin_2022/table_0235.csv,12,12,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0236.csv,quarantined_tables/028_Health_Bulletin_2022/table_0236.csv,12,8,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0237.csv,quarantined_tables/028_Health_Bulletin_2022/table_0237.csv,11,5,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0238.csv,quarantined_tables/028_Health_Bulletin_2022/table_0238.csv,13,4,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0239.csv,quarantined_tables/028_Health_Bulletin_2022/table_0239.csv,14,4,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0240.csv,quarantined_tables/028_Health_Bulletin_2022/table_0240.csv,5,2,review_required,placeholder_headers,ok,
extracted_tables/028_Health_Bulletin_2022/table_0241.csv,quarantined_tables/028_Health_Bulletin_2022/table_0241.csv,5,5,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/028_Health_Bulletin_2022/table_0242.csv,quarantined_tables/028_Health_Bulletin_2022/table_0242.csv,1,2,review_required,placeholder_headers,ok,
extracted_tables/028_Health_Bulletin_2022/table_0243.csv,quarantined_tables/028_Health_Bulletin_2022/table_0243.csv,0,0,rejected,empty_or_single_column,ok,
extracted_tables/029_Health_Bulletin_2021/table_0001.csv,quarantined_tables/029_Health_Bulletin_2021/table_0001.csv,4,2,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/029_Health_Bulletin_2021/table_0002.csv,quarantined_tables/029_Health_Bulletin_2021/table_0002.csv,12,3,review_required,placeholder_headers,ok,
extracted_tables/029_Health_Bulletin_2021/table_0003.csv,quarantined_tables/029_Health_Bulletin_2021/table_0003.csv,3,2,review_required,placeholder_headers,ok,
extracted_tables/029_Health_Bulletin_2021/table_0004.csv,quarantined_tables/029_Health_Bulletin_2021/table_0004.csv,9,7,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/029_Health_Bulletin_2021/table_0005.csv,quarantined_tables/029_Health_Bulletin_2021/table_0005.csv,7,5,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/029_Health_Bulletin_2021/table_0006.csv,quarantined_tables/029_Health_Bulletin_2021/table_0006.csv,9,6,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/029_Health_Bulletin_2021/table_0007.csv,quarantined_tables/029_Health_Bulletin_2021/table_0007.csv,2,2,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/029_Health_Bulletin_2021/table_0008.csv,quarantined_tables/029_Health_Bulletin_2021/table_0008.csv,5,4,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/029_Health_Bulletin_2021/table_0009.csv,quarantined_tables/029_Health_Bulletin_2021/table_0009.csv,15,22,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/029_Health_Bulletin_2021/table_0010.csv,quarantined_tables/029_Health_Bulletin_2021/table_0010.csv,2,2,review_required,placeholder_headers,ok,
extracted_tables/029_Health_Bulletin_2021/table_0011.csv,quarantined_tables/029_Health_Bulletin_2021/table_0011.csv,0,0,rejected,empty_or_single_column,ok,
extracted_tables/029_Health_Bulletin_2021/table_0012.csv,quarantined_tables/029_Health_Bulletin_2021/table_0012.csv,7,4,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/029_Health_Bulletin_2021/table_0013.csv,quarantined_tables/029_Health_Bulletin_2021/table_0013.csv,2,2,review_required,placeholder_headers,ok,
extracted_tables/029_Health_Bulletin_2021/table_0014.csv,quarantined_tables/029_Health_Bulletin_2021/table_0014.csv,5,7,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/029_Health_Bulletin_2021/table_0015.csv,quarantined_tables/029_Health_Bulletin_2021/table_0015.csv,7,9,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/029_Health_Bulletin_2021/table_0016.csv,quarantined_tables/029_Health_Bulletin_2021/table_0016.csv,6,3,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/029_Health_Bulletin_2021/table_0017.csv,quarantined_tables/029_Health_Bulletin_2021/table_0017.csv,3,7,review_required,placeholder_headers,ok,
extracted_tables/029_Health_Bulletin_2021/table_0018.csv,quarantined_tables/029_Health_Bulletin_2021/table_0018.csv,13,10,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/029_Health_Bulletin_2021/table_0019.csv,quarantined_tables/029_Health_Bulletin_2021/table_0019.csv,4,2,review_required,placeholder_headers,ok,
extracted_tables/029_Health_Bulletin_2021/table_0020.csv,quarantined_tables/029_Health_Bulletin_2021/table_0020.csv,2,3,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/029_Health_Bulletin_2021/table_0021.csv,quarantined_tables/029_Health_Bulletin_2021/table_0021.csv,2,1,rejected,empty_or_single_column,ok,
extracted_tables/029_Health_Bulletin_2021/table_0022.csv,quarantined_tables/029_Health_Bulletin_2021/table_0022.csv,0,0,rejected,empty_or_single_column,ok,
extracted_tables/029_Health_Bulletin_2021/table_0023.csv,quarantined_tables/029_Health_Bulletin_2021/table_0023.csv,2,4,review_required,placeholder_headers,ok,
extracted_tables/029_Health_Bulletin_2021/table_0024.csv,quarantined_tables/029_Health_Bulletin_2021/table_0024.csv,2,3,review_required,placeholder_headers,ok,
extracted_tables/029_Health_Bulletin_2021/table_0025.csv,quarantined_tables/029_Health_Bulletin_2021/table_0025.csv,12,8,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/029_Health_Bulletin_2021/table_0026.csv,quarantined_tables/029_Health_Bulletin_2021/table_0026.csv,9,2,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/029_Health_Bulletin_2021/table_0027.csv,quarantined_tables/029_Health_Bulletin_2021/table_0027.csv,8,10,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/029_Health_Bulletin_2021/table_0028.csv,quarantined_tables/029_Health_Bulletin_2021/table_0028.csv,6,6,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/029_Health_Bulletin_2021/table_0029.csv,quarantined_tables/029_Health_Bulletin_2021/table_0029.csv,11,2,review_required,placeholder_headers,ok,
extracted_tables/029_Health_Bulletin_2021/table_0030.csv,quarantined_tables/029_Health_Bulletin_2021/table_0030.csv,3,15,review_required,placeholder_headers,ok,
extracted_tables/029_Health_Bulletin_2021/table_0031.csv,quarantined_tables/029_Health_Bulletin_2021/table_0031.csv,0,0,rejected,empty_or_single_column,ok,
extracted_tables/029_Health_Bulletin_2021/table_0032.csv,quarantined_tables/029_Health_Bulletin_2021/table_0032.csv,22,2,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/029_Health_Bulletin_2021/table_0033.csv,quarantined_tables/029_Health_Bulletin_2021/table_0033.csv,8,2,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/029_Health_Bulletin_2021/table_0034.csv,quarantined_tables/029_Health_Bulletin_2021/table_0034.csv,3,2,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/029_Health_Bulletin_2021/table_0035.csv,quarantined_tables/029_Health_Bulletin_2021/table_0035.csv,4,4,review_required,placeholder_headers,ok,
extracted_tables/029_Health_Bulletin_2021/table_0036.csv,quarantined_tables/029_Health_Bulletin_2021/table_0036.csv,7,8,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/029_Health_Bulletin_2021/table_0037.csv,quarantined_tables/029_Health_Bulletin_2021/table_0037.csv,4,2,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/029_Health_Bulletin_2021/table_0038.csv,quarantined_tables/029_Health_Bulletin_2021/table_0038.csv,13,8,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/029_Health_Bulletin_2021/table_0039.csv,quarantined_tables/029_Health_Bulletin_2021/table_0039.csv,6,4,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/029_Health_Bulletin_2021/table_0040.csv,quarantined_tables/029_Health_Bulletin_2021/table_0040.csv,6,4,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/029_Health_Bulletin_2021/table_0041.csv,quarantined_tables/029_Health_Bulletin_2021/table_0041.csv,5,5,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/029_Health_Bulletin_2021/table_0042.csv,quarantined_tables/029_Health_Bulletin_2021/table_0042.csv,5,5,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/029_Health_Bulletin_2021/table_0043.csv,quarantined_tables/029_Health_Bulletin_2021/table_0043.csv,6,3,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/029_Health_Bulletin_2021/table_0044.csv,quarantined_tables/029_Health_Bulletin_2021/table_0044.csv,8,2,review_required,placeholder_headers,ok,
extracted_tables/029_Health_Bulletin_2021/table_0045.csv,quarantined_tables/029_Health_Bulletin_2021/table_0045.csv,37,2,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/029_Health_Bulletin_2021/table_0046.csv,quarantined_tables/029_Health_Bulletin_2021/table_0046.csv,4,3,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/029_Health_Bulletin_2021/table_0047.csv,quarantined_tables/029_Health_Bulletin_2021/table_0047.csv,5,4,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/029_Health_Bulletin_2021/table_0048.csv,quarantined_tables/029_Health_Bulletin_2021/table_0048.csv,1,2,review_required,placeholder_headers,ok,
extracted_tables/029_Health_Bulletin_2021/table_0049.csv,quarantined_tables/029_Health_Bulletin_2021/table_0049.csv,3,6,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/029_Health_Bulletin_2021/table_0050.csv,quarantined_tables/029_Health_Bulletin_2021/table_0050.csv,5,7,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/029_Health_Bulletin_2021/table_0051.csv,quarantined_tables/029_Health_Bulletin_2021/table_0051.csv,19,7,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/029_Health_Bulletin_2021/table_0052.csv,quarantined_tables/029_Health_Bulletin_2021/table_0052.csv,6,7,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/029_Health_Bulletin_2021/table_0053.csv,quarantined_tables/029_Health_Bulletin_2021/table_0053.csv,13,8,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/029_Health_Bulletin_2021/table_0054.csv,quarantined_tables/029_Health_Bulletin_2021/table_0054.csv,15,11,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/029_Health_Bulletin_2021/table_0055.csv,quarantined_tables/029_Health_Bulletin_2021/table_0055.csv,12,12,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/029_Health_Bulletin_2021/table_0056.csv,quarantined_tables/029_Health_Bulletin_2021/table_0056.csv,11,9,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/029_Health_Bulletin_2021/table_0057.csv,quarantined_tables/029_Health_Bulletin_2021/table_0057.csv,12,8,review_required,placeholder_headers,ok,
extracted_tables/029_Health_Bulletin_2021/table_0058.csv,quarantined_tables/029_Health_Bulletin_2021/table_0058.csv,9,12,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/029_Health_Bulletin_2021/table_0059.csv,quarantined_tables/029_Health_Bulletin_2021/table_0059.csv,4,9,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/029_Health_Bulletin_2021/table_0060.csv,quarantined_tables/029_Health_Bulletin_2021/table_0060.csv,5,6,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/029_Health_Bulletin_2021/table_0061.csv,quarantined_tables/029_Health_Bulletin_2021/table_0061.csv,7,2,review_required,placeholder_headers,ok,
extracted_tables/029_Health_Bulletin_2021/table_0062.csv,quarantined_tables/029_Health_Bulletin_2021/table_0062.csv,0,0,rejected,empty_or_single_column,ok,
extracted_tables/029_Health_Bulletin_2021/table_0063.csv,quarantined_tables/029_Health_Bulletin_2021/table_0063.csv,3,2,review_required,placeholder_headers;high_internal_blank_ratio,ok,
extracted_tables/029_Health_Bulletin_2021/table_0064.csv,quarantined_tables/029_Health_Bulletin_2021/table_0064.csv,1,3,review_required,placeholder_headers,ok,
extracted_tables/029_Health_Bulletin_2021/table_0065.csv,quarantined_tables/029_Health_Bulletin_2021/table_0065.csv,3,4,review_required,placeholder_headers,ok,
extracted_tables/029_Health_Bulletin_2021/table_0066.csv,quarantined_tables/029_Health_Bulletin_2021/table_0066.csv,6,4,review_required,placeholder_headers,ok,
