file,category,rows,cols
extracted_tables/037_Health_Bulletin_2013/table_0070.csv,other,2,2
extracted_tables/037_Health_Bulletin_2013/table_0207.csv,population,3,4
extracted_tables/037_Health_Bulletin_2013/table_0109.csv,other,7,3
extracted_tables/037_Health_Bulletin_2013/table_0156.csv,other,9,3
extracted_tables/037_Health_Bulletin_2013/table_0089.csv,other,2,5
extracted_tables/037_Health_Bulletin_2013/table_0080.csv,other,2,2
extracted_tables/037_Health_Bulletin_2013/table_0049.csv,other,2,2
extracted_tables/037_Health_Bulletin_2013/table_0199.csv,other,6,3
extracted_tables/037_Health_Bulletin_2013/table_0210.csv,other,3,4
extracted_tables/037_Health_Bulletin_2013/table_0023.csv,other,2,3
extracted_tables/037_Health_Bulletin_2013/table_0160.csv,other,2,5
extracted_tables/037_Health_Bulletin_2013/table_0011.csv,other,2,2
extracted_tables/037_Health_Bulletin_2013/table_0184.csv,other,2,3
extracted_tables/037_Health_Bulletin_2013/table_0014.csv,other,2,5
extracted_tables/037_Health_Bulletin_2013/table_0102.csv,human_resource,5,5
extracted_tables/037_Health_Bulletin_2013/table_0006.csv,population,11,3
extracted_tables/037_Health_Bulletin_2013/table_0083.csv,other,2,5
extracted_tables/037_Health_Bulletin_2013/table_0127.csv,population,3,9
extracted_tables/037_Health_Bulletin_2013/table_0016.csv,population,3,3
extracted_tables/037_Health_Bulletin_2013/table_0051.csv,other,2,2
extracted_tables/037_Health_Bulletin_2013/table_0072.csv,other,2,2
extracted_tables/037_Health_Bulletin_2013/table_0194.csv,health_stat,3,3
extracted_tables/037_Health_Bulletin_2013/table_0135.csv,other,10,8
extracted_tables/037_Health_Bulletin_2013/table_0206.csv,other,3,5
extracted_tables/037_Health_Bulletin_2013/table_0013.csv,other,2,2
extracted_tables/037_Health_Bulletin_2013/table_0108.csv,population,4,3
extracted_tables/037_Health_Bulletin_2013/table_0027.csv,health_stat,2,7
extracted_tables/037_Health_Bulletin_2013/table_0126.csv,other,2,7
extracted_tables/037_Health_Bulletin_2013/table_0043.csv,other,2,9
extracted_tables/037_Health_Bulletin_2013/table_0045.csv,other,2,2
extracted_tables/037_Health_Bulletin_2013/table_0044.csv,other,2,2
extracted_tables/037_Health_Bulletin_2013/table_0111.csv,other,4,9
extracted_tables/037_Health_Bulletin_2013/table_0090.csv,other,2,5
extracted_tables/037_Health_Bulletin_2013/table_0123.csv,other,6,3
extracted_tables/037_Health_Bulletin_2013/table_0172.csv,other,2,9
extracted_tables/037_Health_Bulletin_2013/table_0137.csv,other,9,6
extracted_tables/037_Health_Bulletin_2013/table_0152.csv,other,9,3
extracted_tables/037_Health_Bulletin_2013/table_0122.csv,other,2,3
extracted_tables/037_Health_Bulletin_2013/table_0094.csv,other,2,2
extracted_tables/037_Health_Bulletin_2013/table_0052.csv,other,2,2
extracted_tables/037_Health_Bulletin_2013/table_0140.csv,other,9,11
extracted_tables/037_Health_Bulletin_2013/table_0203.csv,other,5,7
extracted_tables/037_Health_Bulletin_2013/table_0193.csv,population,4,3
extracted_tables/037_Health_Bulletin_2013/table_0032.csv,health_stat,2,3
extracted_tables/037_Health_Bulletin_2013/table_0066.csv,other,2,2
extracted_tables/037_Health_Bulletin_2013/table_0098.csv,human_resource,3,3
extracted_tables/037_Health_Bulletin_2013/table_0103.csv,human_resource,17,5
extracted_tables/037_Health_Bulletin_2013/table_0074.csv,other,5,5
extracted_tables/037_Health_Bulletin_2013/table_0031.csv,health_stat,2,3
extracted_tables/037_Health_Bulletin_2013/table_0147.csv,other,9,13
extracted_tables/037_Health_Bulletin_2013/table_0157.csv,other,9,3
extracted_tables/037_Health_Bulletin_2013/table_0163.csv,population,7,3
extracted_tables/037_Health_Bulletin_2013/table_0190.csv,health_stat,6,3
extracted_tables/037_Health_Bulletin_2013/table_0069.csv,other,13,7
extracted_tables/037_Health_Bulletin_2013/table_0078.csv,other,2,2
extracted_tables/037_Health_Bulletin_2013/table_0195.csv,other,7,3
extracted_tables/037_Health_Bulletin_2013/table_0143.csv,other,9,13
extracted_tables/037_Health_Bulletin_2013/table_0174.csv,other,3,5
extracted_tables/037_Health_Bulletin_2013/table_0022.csv,other,2,2
extracted_tables/037_Health_Bulletin_2013/table_0015.csv,other,2,9
extracted_tables/037_Health_Bulletin_2013/table_0046.csv,other,2,11
extracted_tables/037_Health_Bulletin_2013/table_0139.csv,other,9,11
extracted_tables/037_Health_Bulletin_2013/table_0201.csv,health_stat,4,8
extracted_tables/037_Health_Bulletin_2013/table_0012.csv,other,2,2
extracted_tables/037_Health_Bulletin_2013/table_0061.csv,other,3,5
extracted_tables/037_Health_Bulletin_2013/table_0068.csv,other,2,2
extracted_tables/037_Health_Bulletin_2013/table_0057.csv,other,2,2
extracted_tables/037_Health_Bulletin_2013/table_0121.csv,other,2,3
extracted_tables/037_Health_Bulletin_2013/table_0019.csv,other,2,2
extracted_tables/037_Health_Bulletin_2013/table_0217.csv,population,15,4
extracted_tables/037_Health_Bulletin_2013/table_0116.csv,other,2,3
extracted_tables/037_Health_Bulletin_2013/table_0149.csv,other,9,14
extracted_tables/037_Health_Bulletin_2013/table_0124.csv,other,2,3
extracted_tables/037_Health_Bulletin_2013/table_0041.csv,other,2,2
extracted_tables/037_Health_Bulletin_2013/table_0179.csv,human_resource,9,3
extracted_tables/037_Health_Bulletin_2013/table_0128.csv,other,12,9
extracted_tables/037_Health_Bulletin_2013/table_0076.csv,other,2,2
extracted_tables/037_Health_Bulletin_2013/table_0162.csv,population,2,5
extracted_tables/037_Health_Bulletin_2013/table_0047.csv,surgery,2,11
extracted_tables/037_Health_Bulletin_2013/table_0004.csv,other,5,3
extracted_tables/037_Health_Bulletin_2013/table_0088.csv,other,2,5
extracted_tables/037_Health_Bulletin_2013/table_0062.csv,other,5,3
extracted_tables/037_Health_Bulletin_2013/table_0161.csv,population,4,7
extracted_tables/037_Health_Bulletin_2013/table_0030.csv,health_stat,12,3
extracted_tables/037_Health_Bulletin_2013/table_0196.csv,other,10,3
extracted_tables/037_Health_Bulletin_2013/table_0187.csv,other,2,3
extracted_tables/037_Health_Bulletin_2013/table_0181.csv,other,6,9
extracted_tables/037_Health_Bulletin_2013/table_0205.csv,other,15,3
extracted_tables/037_Health_Bulletin_2013/table_0050.csv,other,2,2
extracted_tables/037_Health_Bulletin_2013/table_0192.csv,health_stat,17,3
extracted_tables/037_Health_Bulletin_2013/table_0037.csv,other,3,4
extracted_tables/037_Health_Bulletin_2013/table_0153.csv,other,9,3
extracted_tables/037_Health_Bulletin_2013/table_0107.csv,other,9,3
extracted_tables/037_Health_Bulletin_2013/table_0054.csv,other,2,2
extracted_tables/037_Health_Bulletin_2013/table_0164.csv,other,5,3
extracted_tables/037_Health_Bulletin_2013/table_0026.csv,other,2,7
extracted_tables/037_Health_Bulletin_2013/table_0155.csv,other,9,3
extracted_tables/037_Health_Bulletin_2013/table_0204.csv,other,4,4
extracted_tables/037_Health_Bulletin_2013/table_0086.csv,other,3,3
extracted_tables/037_Health_Bulletin_2013/table_0008.csv,health_stat,15,3
extracted_tables/037_Health_Bulletin_2013/table_0035.csv,other,3,4
extracted_tables/037_Health_Bulletin_2013/table_0058.csv,other,2,2
extracted_tables/037_Health_Bulletin_2013/table_0182.csv,other,2,3
extracted_tables/037_Health_Bulletin_2013/table_0169.csv,population,3,3
extracted_tables/037_Health_Bulletin_2013/table_0113.csv,other,2,5
extracted_tables/037_Health_Bulletin_2013/table_0048.csv,other,2,2
extracted_tables/037_Health_Bulletin_2013/table_0191.csv,health_stat,4,3
extracted_tables/037_Health_Bulletin_2013/table_0105.csv,surgery,2,7
extracted_tables/037_Health_Bulletin_2013/table_0063.csv,other,7,7
extracted_tables/037_Health_Bulletin_2013/table_0021.csv,other,2,2
extracted_tables/037_Health_Bulletin_2013/table_0100.csv,human_resource,4,5
extracted_tables/037_Health_Bulletin_2013/table_0009.csv,other,3,3
extracted_tables/037_Health_Bulletin_2013/table_0148.csv,other,9,9
extracted_tables/037_Health_Bulletin_2013/table_0092.csv,other,2,2
extracted_tables/037_Health_Bulletin_2013/table_0117.csv,other,2,3
extracted_tables/037_Health_Bulletin_2013/table_0177.csv,health_stat,7,3
extracted_tables/037_Health_Bulletin_2013/table_0007.csv,population,3,3
extracted_tables/037_Health_Bulletin_2013/table_0176.csv,other,3,3
extracted_tables/037_Health_Bulletin_2013/table_0145.csv,other,9,13
extracted_tables/037_Health_Bulletin_2013/table_0087.csv,other,2,5
extracted_tables/037_Health_Bulletin_2013/table_0159.csv,other,3,3
extracted_tables/037_Health_Bulletin_2013/table_0170.csv,health_stat,3,3
extracted_tables/037_Health_Bulletin_2013/table_0120.csv,other,3,3
extracted_tables/037_Health_Bulletin_2013/table_0093.csv,other,2,2
extracted_tables/037_Health_Bulletin_2013/table_0042.csv,other,3,9
extracted_tables/037_Health_Bulletin_2013/table_0202.csv,other,4,6
extracted_tables/037_Health_Bulletin_2013/table_0112.csv,other,8,3
extracted_tables/037_Health_Bulletin_2013/table_0097.csv,other,2,2
extracted_tables/037_Health_Bulletin_2013/table_0216.csv,other,3,4
extracted_tables/037_Health_Bulletin_2013/table_0141.csv,other,9,12
extracted_tables/037_Health_Bulletin_2013/table_0138.csv,other,9,13
extracted_tables/037_Health_Bulletin_2013/table_0082.csv,other,19,5
extracted_tables/037_Health_Bulletin_2013/table_0091.csv,human_resource,8,3
extracted_tables/037_Health_Bulletin_2013/table_0038.csv,other,3,4
extracted_tables/037_Health_Bulletin_2013/table_0218.csv,population,14,4
extracted_tables/037_Health_Bulletin_2013/table_0017.csv,other,4,9
extracted_tables/037_Health_Bulletin_2013/table_0175.csv,other,3,5
extracted_tables/037_Health_Bulletin_2013/table_0010.csv,other,2,2
extracted_tables/037_Health_Bulletin_2013/table_0055.csv,other,2,2
extracted_tables/037_Health_Bulletin_2013/table_0003.csv,other,4,3
extracted_tables/037_Health_Bulletin_2013/table_0167.csv,population,10,3
extracted_tables/037_Health_Bulletin_2013/table_0033.csv,health_stat,2,3
extracted_tables/037_Health_Bulletin_2013/table_0142.csv,other,9,13
extracted_tables/037_Health_Bulletin_2013/table_0208.csv,population,3,4
extracted_tables/037_Health_Bulletin_2013/table_0084.csv,other,2,5
extracted_tables/037_Health_Bulletin_2013/table_0119.csv,other,3,3
extracted_tables/037_Health_Bulletin_2013/table_0025.csv,other,2,5
extracted_tables/037_Health_Bulletin_2013/table_0150.csv,other,9,11
extracted_tables/037_Health_Bulletin_2013/table_0039.csv,other,2,3
extracted_tables/037_Health_Bulletin_2013/table_0151.csv,other,9,2
extracted_tables/037_Health_Bulletin_2013/table_0215.csv,other,5,5
extracted_tables/037_Health_Bulletin_2013/table_0198.csv,other,3,3
extracted_tables/037_Health_Bulletin_2013/table_0133.csv,other,9,7
extracted_tables/037_Health_Bulletin_2013/table_0189.csv,other,4,4
extracted_tables/037_Health_Bulletin_2013/table_0211.csv,population,10,5
extracted_tables/037_Health_Bulletin_2013/table_0136.csv,other,10,7
extracted_tables/037_Health_Bulletin_2013/table_0178.csv,human_resource,20,3
extracted_tables/037_Health_Bulletin_2013/table_0096.csv,other,2,2
extracted_tables/037_Health_Bulletin_2013/table_0106.csv,other,10,3
extracted_tables/037_Health_Bulletin_2013/table_0028.csv,health_stat,12,3
extracted_tables/037_Health_Bulletin_2013/table_0118.csv,other,2,3
extracted_tables/037_Health_Bulletin_2013/table_0073.csv,other,2,2
extracted_tables/037_Health_Bulletin_2013/table_0081.csv,other,3,3
extracted_tables/037_Health_Bulletin_2013/table_0095.csv,other,2,2
extracted_tables/037_Health_Bulletin_2013/table_0024.csv,health_stat,2,5
extracted_tables/037_Health_Bulletin_2013/table_0146.csv,other,9,15
extracted_tables/037_Health_Bulletin_2013/table_0166.csv,population,2,3
extracted_tables/037_Health_Bulletin_2013/table_0002.csv,population,3,3
extracted_tables/037_Health_Bulletin_2013/table_0005.csv,other,4,3
extracted_tables/037_Health_Bulletin_2013/table_0110.csv,other,2,3
extracted_tables/037_Health_Bulletin_2013/table_0075.csv,other,2,2
extracted_tables/037_Health_Bulletin_2013/table_0185.csv,other,2,3
extracted_tables/037_Health_Bulletin_2013/table_0173.csv,surgery,3,3
extracted_tables/037_Health_Bulletin_2013/table_0053.csv,other,2,2
extracted_tables/037_Health_Bulletin_2013/table_0144.csv,other,9,13
extracted_tables/037_Health_Bulletin_2013/table_0060.csv,other,2,2
extracted_tables/037_Health_Bulletin_2013/table_0158.csv,other,9,3
extracted_tables/037_Health_Bulletin_2013/table_0085.csv,other,2,5
extracted_tables/037_Health_Bulletin_2013/table_0065.csv,other,2,2
extracted_tables/037_Health_Bulletin_2013/table_0029.csv,health_stat,11,3
extracted_tables/037_Health_Bulletin_2013/table_0104.csv,human_resource,5,5
extracted_tables/037_Health_Bulletin_2013/table_0132.csv,other,9,6
extracted_tables/037_Health_Bulletin_2013/table_0077.csv,other,2,2
extracted_tables/037_Health_Bulletin_2013/table_0212.csv,other,18,5
extracted_tables/037_Health_Bulletin_2013/table_0165.csv,other,6,3
extracted_tables/037_Health_Bulletin_2013/table_0001.csv,other,4,3
extracted_tables/037_Health_Bulletin_2013/table_0154.csv,other,9,3
extracted_tables/037_Health_Bulletin_2013/table_0059.csv,other,2,2
extracted_tables/037_Health_Bulletin_2013/table_0115.csv,other,3,5
extracted_tables/037_Health_Bulletin_2013/table_0056.csv,other,2,2
extracted_tables/037_Health_Bulletin_2013/table_0200.csv,other,5,4
extracted_tables/037_Health_Bulletin_2013/table_0213.csv,health_stat,9,5
extracted_tables/037_Health_Bulletin_2013/table_0067.csv,other,2,2
extracted_tables/037_Health_Bulletin_2013/table_0018.csv,other,2,2
extracted_tables/037_Health_Bulletin_2013/table_0183.csv,health_stat,2,3
extracted_tables/037_Health_Bulletin_2013/table_0130.csv,other,2,7
extracted_tables/037_Health_Bulletin_2013/table_0197.csv,other,4,3
extracted_tables/037_Health_Bulletin_2013/table_0114.csv,other,3,5
extracted_tables/043_Health_Bulletin_2007/table_0168.csv,other,51,5
extracted_tables/043_Health_Bulletin_2007/table_0188.csv,population,14,5
extracted_tables/043_Health_Bulletin_2007/table_0071.csv,other,3,6
extracted_tables/043_Health_Bulletin_2007/table_0040.csv,human_resource,17,6
extracted_tables/043_Health_Bulletin_2007/table_0036.csv,other,13,3
extracted_tables/043_Health_Bulletin_2007/table_0134.csv,other,9,21
extracted_tables/043_Health_Bulletin_2007/table_0131.csv,population,7,2
extracted_tables/043_Health_Bulletin_2007/table_0125.csv,health_stat,9,11
extracted_tables/043_Health_Bulletin_2007/table_0034.csv,other,7,7
extracted_tables/043_Health_Bulletin_2007/table_0079.csv,other,19,8
extracted_tables/043_Health_Bulletin_2007/table_0214.csv,health_stat,16,23
extracted_tables/043_Health_Bulletin_2007/table_0180.csv,population,51,5
extracted_tables/043_Health_Bulletin_2007/table_0171.csv,population,51,5
extracted_tables/043_Health_Bulletin_2007/table_0209.csv,health_stat,21,23
extracted_tables/043_Health_Bulletin_2007/table_0064.csv,other,5,65
extracted_tables/043_Health_Bulletin_2007/table_0129.csv,health_stat,9,21
extracted_tables/043_Health_Bulletin_2007/table_0020.csv,population,9,12
extracted_tables/043_Health_Bulletin_2007/table_0101.csv,population,11,12
extracted_tables/043_Health_Bulletin_2007/table_0186.csv,population,38,5
extracted_tables/043_Health_Bulletin_2007/table_0099.csv,population,10,12
extracted_tables/043_Health_Bulletin_2007/table_0070.csv,health_stat,10,20
extracted_tables/043_Health_Bulletin_2007/table_0207.csv,human_resource,26,6
extracted_tables/043_Health_Bulletin_2007/table_0109.csv,other,9,28
extracted_tables/043_Health_Bulletin_2007/table_0156.csv,population,44,5
extracted_tables/043_Health_Bulletin_2007/table_0089.csv,other,5,6
extracted_tables/043_Health_Bulletin_2007/table_0080.csv,other,16,8
extracted_tables/043_Health_Bulletin_2007/table_0049.csv,human_resource,42,6
extracted_tables/043_Health_Bulletin_2007/table_0199.csv,human_resource,48,6
extracted_tables/043_Health_Bulletin_2007/table_0210.csv,health_stat,14,23
extracted_tables/043_Health_Bulletin_2007/table_0023.csv,population,12,10
extracted_tables/043_Health_Bulletin_2007/table_0160.csv,other,48,4
extracted_tables/043_Health_Bulletin_2007/table_0011.csv,population,4,4
extracted_tables/043_Health_Bulletin_2007/table_0184.csv,population,15,5
extracted_tables/043_Health_Bulletin_2007/table_0224.csv,health_stat,19,24
extracted_tables/043_Health_Bulletin_2007/table_0014.csv,surgery,6,9
extracted_tables/043_Health_Bulletin_2007/table_0102.csv,population,17,12
extracted_tables/043_Health_Bulletin_2007/table_0006.csv,population,40,10
extracted_tables/043_Health_Bulletin_2007/table_0083.csv,population,8,12
extracted_tables/043_Health_Bulletin_2007/table_0127.csv,cancer,11,13
extracted_tables/043_Health_Bulletin_2007/table_0016.csv,health_stat,10,9
extracted_tables/043_Health_Bulletin_2007/table_0051.csv,surgery,20,6
extracted_tables/043_Health_Bulletin_2007/table_0072.csv,other,2,2
extracted_tables/043_Health_Bulletin_2007/table_0194.csv,human_resource,48,6
extracted_tables/043_Health_Bulletin_2007/table_0135.csv,other,9,8
extracted_tables/043_Health_Bulletin_2007/table_0206.csv,human_resource,48,6
extracted_tables/043_Health_Bulletin_2007/table_0013.csv,health_stat,8,4
extracted_tables/043_Health_Bulletin_2007/table_0108.csv,other,7,37
extracted_tables/043_Health_Bulletin_2007/table_0027.csv,other,31,3
extracted_tables/043_Health_Bulletin_2007/table_0126.csv,cancer,18,7
extracted_tables/043_Health_Bulletin_2007/table_0043.csv,health_stat,22,38
extracted_tables/043_Health_Bulletin_2007/table_0045.csv,other,13,32
extracted_tables/043_Health_Bulletin_2007/table_0044.csv,health_stat,16,32
extracted_tables/043_Health_Bulletin_2007/table_0219.csv,other,6,24
extracted_tables/043_Health_Bulletin_2007/table_0111.csv,other,11,8
extracted_tables/043_Health_Bulletin_2007/table_0090.csv,other,5,15
extracted_tables/043_Health_Bulletin_2007/table_0123.csv,other,4,31
extracted_tables/043_Health_Bulletin_2007/table_0172.csv,other,48,5
extracted_tables/043_Health_Bulletin_2007/table_0137.csv,other,28,18
extracted_tables/043_Health_Bulletin_2007/table_0152.csv,other,2,6
extracted_tables/043_Health_Bulletin_2007/table_0122.csv,health_stat,3,12
extracted_tables/043_Health_Bulletin_2007/table_0094.csv,other,2,14
extracted_tables/043_Health_Bulletin_2007/table_0052.csv,health_stat,43,6
extracted_tables/043_Health_Bulletin_2007/table_0140.csv,other,7,13
extracted_tables/043_Health_Bulletin_2007/table_0203.csv,human_resource,48,6
extracted_tables/043_Health_Bulletin_2007/table_0193.csv,human_resource,48,6
extracted_tables/043_Health_Bulletin_2007/table_0032.csv,health_stat,16,8
extracted_tables/043_Health_Bulletin_2007/table_0066.csv,human_resource,5,15
extracted_tables/043_Health_Bulletin_2007/table_0098.csv,population,7,12
extracted_tables/043_Health_Bulletin_2007/table_0103.csv,other,5,8
extracted_tables/043_Health_Bulletin_2007/table_0227.csv,health_stat,31,24
extracted_tables/043_Health_Bulletin_2007/table_0074.csv,other,9,34
extracted_tables/043_Health_Bulletin_2007/table_0031.csv,health_stat,7,8
extracted_tables/043_Health_Bulletin_2007/table_0147.csv,other,3,19
extracted_tables/043_Health_Bulletin_2007/table_0157.csv,other,48,4
extracted_tables/043_Health_Bulletin_2007/table_0225.csv,health_stat,7,24
extracted_tables/043_Health_Bulletin_2007/table_0220.csv,health_stat,13,24
extracted_tables/043_Health_Bulletin_2007/table_0163.csv,population,38,5
extracted_tables/043_Health_Bulletin_2007/table_0190.csv,population,30,10
extracted_tables/043_Health_Bulletin_2007/table_0069.csv,other,7,4
extracted_tables/043_Health_Bulletin_2007/table_0078.csv,other,13,9
extracted_tables/043_Health_Bulletin_2007/table_0195.csv,human_resource,48,6
extracted_tables/043_Health_Bulletin_2007/table_0143.csv,other,9,14
extracted_tables/043_Health_Bulletin_2007/table_0174.csv,other,50,5
extracted_tables/043_Health_Bulletin_2007/table_0022.csv,health_stat,4,4
extracted_tables/043_Health_Bulletin_2007/table_0015.csv,health_stat,32,10
extracted_tables/043_Health_Bulletin_2007/table_0046.csv,surgery,29,17
extracted_tables/043_Health_Bulletin_2007/table_0139.csv,other,7,12
extracted_tables/043_Health_Bulletin_2007/table_0222.csv,health_stat,16,24
extracted_tables/043_Health_Bulletin_2007/table_0201.csv,human_resource,48,6
extracted_tables/043_Health_Bulletin_2007/table_0226.csv,health_stat,21,24
extracted_tables/043_Health_Bulletin_2007/table_0012.csv,other,9,4
extracted_tables/043_Health_Bulletin_2007/table_0061.csv,other,20,11
extracted_tables/043_Health_Bulletin_2007/table_0068.csv,other,10,5
extracted_tables/043_Health_Bulletin_2007/table_0057.csv,health_stat,22,40
extracted_tables/043_Health_Bulletin_2007/table_0121.csv,surgery,9,7
extracted_tables/043_Health_Bulletin_2007/table_0019.csv,health_stat,4,4
extracted_tables/043_Health_Bulletin_2007/table_0217.csv,health_stat,13,24
extracted_tables/043_Health_Bulletin_2007/table_0116.csv,health_stat,12,14
extracted_tables/043_Health_Bulletin_2007/table_0149.csv,other,3,11
extracted_tables/043_Health_Bulletin_2007/table_0124.csv,health_stat,5,6
extracted_tables/043_Health_Bulletin_2007/table_0041.csv,human_resource,34,6
extracted_tables/043_Health_Bulletin_2007/table_0179.csv,population,51,5
extracted_tables/043_Health_Bulletin_2007/table_0128.csv,health_stat,9,4
extracted_tables/043_Health_Bulletin_2007/table_0076.csv,other,13,12
extracted_tables/043_Health_Bulletin_2007/table_0162.csv,population,9,4
extracted_tables/043_Health_Bulletin_2007/table_0047.csv,population,11,6
extracted_tables/043_Health_Bulletin_2007/table_0004.csv,other,47,5
extracted_tables/043_Health_Bulletin_2007/table_0088.csv,population,7,16
extracted_tables/043_Health_Bulletin_2007/table_0062.csv,other,15,31
extracted_tables/043_Health_Bulletin_2007/table_0161.csv,other,19,5
extracted_tables/043_Health_Bulletin_2007/table_0030.csv,health_stat,14,11
extracted_tables/043_Health_Bulletin_2007/table_0196.csv,human_resource,48,6
extracted_tables/043_Health_Bulletin_2007/table_0187.csv,population,19,4
extracted_tables/043_Health_Bulletin_2007/table_0181.csv,population,51,5
extracted_tables/043_Health_Bulletin_2007/table_0205.csv,human_resource,48,6
extracted_tables/043_Health_Bulletin_2007/table_0050.csv,health_stat,22,6
extracted_tables/043_Health_Bulletin_2007/table_0192.csv,human_resource,48,6
extracted_tables/043_Health_Bulletin_2007/table_0037.csv,health_stat,45,3
extracted_tables/043_Health_Bulletin_2007/table_0153.csv,other,2,6
extracted_tables/043_Health_Bulletin_2007/table_0107.csv,health_stat,13,4
extracted_tables/043_Health_Bulletin_2007/table_0223.csv,health_stat,18,24
extracted_tables/043_Health_Bulletin_2007/table_0054.csv,other,8,40
extracted_tables/043_Health_Bulletin_2007/table_0164.csv,population,47,5
extracted_tables/043_Health_Bulletin_2007/table_0026.csv,other,13,4
extracted_tables/043_Health_Bulletin_2007/table_0155.csv,health_stat,11,8
extracted_tables/043_Health_Bulletin_2007/table_0204.csv,human_resource,48,6
extracted_tables/043_Health_Bulletin_2007/table_0086.csv,population,9,11
extracted_tables/043_Health_Bulletin_2007/table_0008.csv,population,11,5
extracted_tables/043_Health_Bulletin_2007/table_0035.csv,population,15,12
extracted_tables/043_Health_Bulletin_2007/table_0058.csv,health_stat,23,42
extracted_tables/043_Health_Bulletin_2007/table_0182.csv,other,50,5
extracted_tables/043_Health_Bulletin_2007/table_0169.csv,other,49,5
extracted_tables/043_Health_Bulletin_2007/table_0113.csv,other,7,8
extracted_tables/043_Health_Bulletin_2007/table_0048.csv,population,40,6
extracted_tables/043_Health_Bulletin_2007/table_0191.csv,human_resource,46,6
extracted_tables/043_Health_Bulletin_2007/table_0105.csv,other,15,15
extracted_tables/043_Health_Bulletin_2007/table_0063.csv,health_stat,26,26
extracted_tables/043_Health_Bulletin_2007/table_0021.csv,health_stat,4,4
extracted_tables/043_Health_Bulletin_2007/table_0100.csv,other,3,2
extracted_tables/043_Health_Bulletin_2007/table_0009.csv,population,8,3
extracted_tables/043_Health_Bulletin_2007/table_0148.csv,other,3,10
extracted_tables/043_Health_Bulletin_2007/table_0092.csv,other,9,6
extracted_tables/043_Health_Bulletin_2007/table_0117.csv,other,4,13
extracted_tables/043_Health_Bulletin_2007/table_0177.csv,population,51,5
extracted_tables/043_Health_Bulletin_2007/table_0007.csv,population,39,10
extracted_tables/043_Health_Bulletin_2007/table_0176.csv,population,51,5
extracted_tables/043_Health_Bulletin_2007/table_0145.csv,other,4,16
extracted_tables/043_Health_Bulletin_2007/table_0087.csv,surgery,5,18
extracted_tables/043_Health_Bulletin_2007/table_0159.csv,other,48,4
extracted_tables/043_Health_Bulletin_2007/table_0170.csv,population,49,5
extracted_tables/043_Health_Bulletin_2007/table_0120.csv,other,10,11
extracted_tables/043_Health_Bulletin_2007/table_0093.csv,other,7,50
extracted_tables/043_Health_Bulletin_2007/table_0042.csv,human_resource,48,6
extracted_tables/043_Health_Bulletin_2007/table_0202.csv,human_resource,48,6
extracted_tables/043_Health_Bulletin_2007/table_0112.csv,other,5,3
extracted_tables/043_Health_Bulletin_2007/table_0097.csv,other,4,3
extracted_tables/043_Health_Bulletin_2007/table_0216.csv,population,38,15
extracted_tables/043_Health_Bulletin_2007/table_0141.csv,other,7,13
extracted_tables/043_Health_Bulletin_2007/table_0138.csv,other,6,8
extracted_tables/043_Health_Bulletin_2007/table_0082.csv,health_stat,9,8
extracted_tables/043_Health_Bulletin_2007/table_0091.csv,population,8,15
extracted_tables/043_Health_Bulletin_2007/table_0038.csv,population,25,3
extracted_tables/043_Health_Bulletin_2007/table_0218.csv,health_stat,13,24
extracted_tables/043_Health_Bulletin_2007/table_0017.csv,surgery,16,4
extracted_tables/043_Health_Bulletin_2007/table_0175.csv,population,51,5
extracted_tables/043_Health_Bulletin_2007/table_0010.csv,other,6,4
extracted_tables/043_Health_Bulletin_2007/table_0055.csv,health_stat,18,39
extracted_tables/043_Health_Bulletin_2007/table_0003.csv,other,37,5
extracted_tables/043_Health_Bulletin_2007/table_0167.csv,population,50,5
extracted_tables/043_Health_Bulletin_2007/table_0033.csv,health_stat,5,4
extracted_tables/043_Health_Bulletin_2007/table_0142.csv,other,9,13
extracted_tables/043_Health_Bulletin_2007/table_0228.csv,health_stat,8,24
extracted_tables/043_Health_Bulletin_2007/table_0208.csv,health_stat,20,23
extracted_tables/043_Health_Bulletin_2007/table_0084.csv,population,23,12
extracted_tables/043_Health_Bulletin_2007/table_0119.csv,other,4,13
extracted_tables/043_Health_Bulletin_2007/table_0229.csv,population,44,21
extracted_tables/043_Health_Bulletin_2007/table_0025.csv,health_stat,31,4
extracted_tables/043_Health_Bulletin_2007/table_0150.csv,other,2,6
extracted_tables/043_Health_Bulletin_2007/table_0039.csv,human_resource,7,18
extracted_tables/043_Health_Bulletin_2007/table_0151.csv,other,2,6
extracted_tables/043_Health_Bulletin_2007/table_0215.csv,population,45,15
extracted_tables/043_Health_Bulletin_2007/table_0198.csv,human_resource,48,6
extracted_tables/043_Health_Bulletin_2007/table_0133.csv,other,22,8
extracted_tables/043_Health_Bulletin_2007/table_0189.csv,population,35,6
extracted_tables/043_Health_Bulletin_2007/table_0211.csv,health_stat,21,23
extracted_tables/043_Health_Bulletin_2007/table_0136.csv,other,4,6
extracted_tables/043_Health_Bulletin_2007/table_0178.csv,population,51,5
extracted_tables/043_Health_Bulletin_2007/table_0096.csv,population,13,12
extracted_tables/043_Health_Bulletin_2007/table_0106.csv,other,8,15
extracted_tables/043_Health_Bulletin_2007/table_0028.csv,other,12,3
extracted_tables/043_Health_Bulletin_2007/table_0118.csv,health_stat,3,12
extracted_tables/043_Health_Bulletin_2007/table_0073.csv,other,3,3
extracted_tables/043_Health_Bulletin_2007/table_0081.csv,other,20,8
