file,category,rows,cols
extracted_tables/030_Health_Bulletin_2020/table_0173.csv,surgery,8,8
extracted_tables/030_Health_Bulletin_2020/table_0053.csv,other,16,20
extracted_tables/030_Health_Bulletin_2020/table_0144.csv,population,33,3
extracted_tables/030_Health_Bulletin_2020/table_0060.csv,other,11,5
extracted_tables/030_Health_Bulletin_2020/table_0158.csv,population,11,3
extracted_tables/030_Health_Bulletin_2020/table_0085.csv,other,15,3
extracted_tables/030_Health_Bulletin_2020/table_0065.csv,population,19,3
extracted_tables/030_Health_Bulletin_2020/table_0029.csv,other,10,8
extracted_tables/030_Health_Bulletin_2020/table_0104.csv,health_stat,20,8
extracted_tables/030_Health_Bulletin_2020/table_0132.csv,other,18,6
extracted_tables/030_Health_Bulletin_2020/table_0077.csv,health_stat,10,6
extracted_tables/030_Health_Bulletin_2020/table_0212.csv,other,4,2
extracted_tables/030_Health_Bulletin_2020/table_0165.csv,health_stat,7,6
extracted_tables/030_Health_Bulletin_2020/table_0001.csv,other,5,4
extracted_tables/030_Health_Bulletin_2020/table_0154.csv,health_stat,19,3
extracted_tables/030_Health_Bulletin_2020/table_0059.csv,other,11,28
extracted_tables/030_Health_Bulletin_2020/table_0115.csv,other,6,4
extracted_tables/030_Health_Bulletin_2020/table_0056.csv,other,6,3
extracted_tables/030_Health_Bulletin_2020/table_0200.csv,other,13,12
extracted_tables/030_Health_Bulletin_2020/table_0213.csv,other,7,3
extracted_tables/030_Health_Bulletin_2020/table_0067.csv,other,3,2
extracted_tables/030_Health_Bulletin_2020/table_0018.csv,other,12,7
extracted_tables/030_Health_Bulletin_2020/table_0183.csv,other,13,4
extracted_tables/030_Health_Bulletin_2020/table_0130.csv,population,36,2
extracted_tables/030_Health_Bulletin_2020/table_0197.csv,other,7,3
extracted_tables/030_Health_Bulletin_2020/table_0114.csv,other,8,8
extracted_tables/095__HRH_Data_Sheet_2019_of_HSD/table_006.csv,human_resource,17,4
extracted_tables/095__HRH_Data_Sheet_2019_of_HSD/table_002.csv,other,39,8
extracted_tables/095__HRH_Data_Sheet_2019_of_HSD/table_008.csv,other,8,8
extracted_tables/095__HRH_Data_Sheet_2019_of_HSD/table_007.csv,human_resource,24,4
extracted_tables/095__HRH_Data_Sheet_2019_of_HSD/table_001.csv,human_resource,27,3
extracted_tables/095__HRH_Data_Sheet_2019_of_HSD/table_005.csv,human_resource,30,4
extracted_tables/095__HRH_Data_Sheet_2019_of_HSD/table_003.csv,other,8,6
extracted_tables/095__HRH_Data_Sheet_2019_of_HSD/table_010.csv,human_resource,5,2
extracted_tables/095__HRH_Data_Sheet_2019_of_HSD/table_009.csv,other,13,26
extracted_tables/095__HRH_Data_Sheet_2019_of_HSD/table_004.csv,human_resource,23,8
extracted_tables/104_Yearbook_2023/table_0168.csv,health_stat,2,2
extracted_tables/104_Yearbook_2023/table_0188.csv,health_stat,3,3
extracted_tables/104_Yearbook_2023/table_0071.csv,human_resource,6,3
extracted_tables/104_Yearbook_2023/table_0040.csv,other,15,8
extracted_tables/104_Yearbook_2023/table_0036.csv,human_resource,9,3
extracted_tables/104_Yearbook_2023/table_0134.csv,human_resource,5,3
extracted_tables/104_Yearbook_2023/table_0131.csv,human_resource,7,3
extracted_tables/104_Yearbook_2023/table_0125.csv,cancer,2,2
extracted_tables/104_Yearbook_2023/table_0234.csv,surgery,2,2
extracted_tables/104_Yearbook_2023/table_0232.csv,health_stat,2,2
extracted_tables/104_Yearbook_2023/table_0034.csv,other,16,14
extracted_tables/104_Yearbook_2023/table_0079.csv,human_resource,9,3
extracted_tables/104_Yearbook_2023/table_0214.csv,human_resource,9,3
extracted_tables/104_Yearbook_2023/table_0180.csv,health_stat,3,3
extracted_tables/104_Yearbook_2023/table_0171.csv,human_resource,2,2
extracted_tables/104_Yearbook_2023/table_0209.csv,human_resource,2,2
extracted_tables/104_Yearbook_2023/table_0249.csv,cancer,3,4
extracted_tables/104_Yearbook_2023/table_0064.csv,other,4,4
extracted_tables/104_Yearbook_2023/table_0129.csv,human_resource,8,2
extracted_tables/104_Yearbook_2023/table_0237.csv,human_resource,9,3
extracted_tables/104_Yearbook_2023/table_0020.csv,human_resource,9,3
extracted_tables/104_Yearbook_2023/table_0101.csv,human_resource,9,3
extracted_tables/104_Yearbook_2023/table_0186.csv,other,2,3
extracted_tables/104_Yearbook_2023/table_0099.csv,other,14,10
extracted_tables/104_Yearbook_2023/table_0070.csv,human_resource,9,3
extracted_tables/104_Yearbook_2023/table_0207.csv,human_resource,5,3
extracted_tables/104_Yearbook_2023/table_0109.csv,health_stat,21,15
extracted_tables/104_Yearbook_2023/table_0156.csv,health_stat,2,2
extracted_tables/104_Yearbook_2023/table_0089.csv,other,17,3
extracted_tables/104_Yearbook_2023/table_0080.csv,human_resource,2,2
extracted_tables/104_Yearbook_2023/table_0049.csv,human_resource,4,3
extracted_tables/104_Yearbook_2023/table_0199.csv,human_resource,9,3
extracted_tables/104_Yearbook_2023/table_0210.csv,human_resource,9,3
extracted_tables/104_Yearbook_2023/table_0023.csv,other,3,3
extracted_tables/104_Yearbook_2023/table_0160.csv,other,2,2
extracted_tables/104_Yearbook_2023/table_0011.csv,other,13,7
extracted_tables/104_Yearbook_2023/table_0184.csv,other,2,3
extracted_tables/104_Yearbook_2023/table_0224.csv,health_stat,2,2
extracted_tables/104_Yearbook_2023/table_0014.csv,health_stat,14,8
extracted_tables/104_Yearbook_2023/table_0102.csv,human_resource,4,3
extracted_tables/104_Yearbook_2023/table_0006.csv,health_stat,7,4
extracted_tables/104_Yearbook_2023/table_0083.csv,health_stat,2,2
extracted_tables/104_Yearbook_2023/table_0127.csv,health_stat,4,4
extracted_tables/104_Yearbook_2023/table_0016.csv,surgery,14,8
extracted_tables/104_Yearbook_2023/table_0051.csv,other,6,3
extracted_tables/104_Yearbook_2023/table_0072.csv,health_stat,2,2
extracted_tables/104_Yearbook_2023/table_0244.csv,other,3,5
extracted_tables/104_Yearbook_2023/table_0194.csv,human_resource,3,3
extracted_tables/104_Yearbook_2023/table_0135.csv,human_resource,2,2
extracted_tables/104_Yearbook_2023/table_0206.csv,other,14,5
extracted_tables/104_Yearbook_2023/table_0013.csv,other,15,4
extracted_tables/104_Yearbook_2023/table_0108.csv,human_resource,3,3
extracted_tables/104_Yearbook_2023/table_0027.csv,human_resource,8,3
extracted_tables/104_Yearbook_2023/table_0126.csv,health_stat,5,3
extracted_tables/104_Yearbook_2023/table_0240.csv,other,13,9
extracted_tables/104_Yearbook_2023/table_0043.csv,health_stat,17,7
extracted_tables/104_Yearbook_2023/table_0045.csv,health_stat,2,2
extracted_tables/104_Yearbook_2023/table_0044.csv,human_resource,8,3
extracted_tables/104_Yearbook_2023/table_0238.csv,human_resource,4,3
extracted_tables/104_Yearbook_2023/table_0219.csv,human_resource,10,4
extracted_tables/104_Yearbook_2023/table_0111.csv,other,11,2
extracted_tables/104_Yearbook_2023/table_0233.csv,health_stat,29,7
extracted_tables/104_Yearbook_2023/table_0090.csv,health_stat,2,2
extracted_tables/104_Yearbook_2023/table_0123.csv,cancer,2,2
extracted_tables/104_Yearbook_2023/table_0172.csv,human_resource,10,4
extracted_tables/104_Yearbook_2023/table_0137.csv,human_resource,2,3
extracted_tables/104_Yearbook_2023/table_0152.csv,human_resource,5,3
extracted_tables/104_Yearbook_2023/table_0122.csv,health_stat,13,5
extracted_tables/104_Yearbook_2023/table_0094.csv,human_resource,10,4
extracted_tables/104_Yearbook_2023/table_0052.csv,cancer,5,3
extracted_tables/104_Yearbook_2023/table_0140.csv,human_resource,3,3
extracted_tables/104_Yearbook_2023/table_0203.csv,human_resource,2,2
extracted_tables/104_Yearbook_2023/table_0193.csv,health_stat,14,11
extracted_tables/104_Yearbook_2023/table_0247.csv,surgery,14,4
extracted_tables/104_Yearbook_2023/table_0032.csv,human_resource,2,2
extracted_tables/104_Yearbook_2023/table_0066.csv,health_stat,2,2
extracted_tables/104_Yearbook_2023/table_0098.csv,health_stat,2,2
extracted_tables/104_Yearbook_2023/table_0103.csv,other,14,18
extracted_tables/104_Yearbook_2023/table_0227.csv,other,4,5
extracted_tables/104_Yearbook_2023/table_0074.csv,other,8,5
extracted_tables/104_Yearbook_2023/table_0031.csv,other,2,2
extracted_tables/104_Yearbook_2023/table_0147.csv,cancer,8,6
extracted_tables/104_Yearbook_2023/table_0157.csv,other,3,2
extracted_tables/104_Yearbook_2023/table_0225.csv,health_stat,8,3
extracted_tables/104_Yearbook_2023/table_0220.csv,human_resource,4,3
extracted_tables/104_Yearbook_2023/table_0163.csv,other,3,2
extracted_tables/104_Yearbook_2023/table_0190.csv,other,2,3
extracted_tables/104_Yearbook_2023/table_0069.csv,human_resource,2,2
extracted_tables/104_Yearbook_2023/table_0078.csv,human_resource,9,3
extracted_tables/104_Yearbook_2023/table_0195.csv,human_resource,10,4
extracted_tables/104_Yearbook_2023/table_0143.csv,other,4,3
extracted_tables/104_Yearbook_2023/table_0174.csv,health_stat,2,2
extracted_tables/104_Yearbook_2023/table_0022.csv,surgery,14,9
extracted_tables/104_Yearbook_2023/table_0015.csv,other,14,3
extracted_tables/104_Yearbook_2023/table_0046.csv,health_stat,18,18
extracted_tables/104_Yearbook_2023/table_0139.csv,health_stat,2,2
extracted_tables/104_Yearbook_2023/table_0222.csv,health_stat,2,2
extracted_tables/104_Yearbook_2023/table_0201.csv,human_resource,10,4
extracted_tables/104_Yearbook_2023/table_0226.csv,other,6,6
extracted_tables/104_Yearbook_2023/table_0012.csv,health_stat,3,3
extracted_tables/104_Yearbook_2023/table_0061.csv,health_stat,2,2
extracted_tables/104_Yearbook_2023/table_0068.csv,human_resource,9,3
extracted_tables/104_Yearbook_2023/table_0057.csv,human_resource,2,2
extracted_tables/104_Yearbook_2023/table_0121.csv,health_stat,17,7
extracted_tables/104_Yearbook_2023/table_0019.csv,human_resource,3,3
extracted_tables/104_Yearbook_2023/table_0217.csv,human_resource,9,3
extracted_tables/104_Yearbook_2023/table_0116.csv,human_resource,9,5
extracted_tables/104_Yearbook_2023/table_0149.csv,cancer,2,2
extracted_tables/104_Yearbook_2023/table_0124.csv,cancer,7,5
extracted_tables/104_Yearbook_2023/table_0041.csv,surgery,34,14
extracted_tables/104_Yearbook_2023/table_0179.csv,human_resource,6,3
extracted_tables/104_Yearbook_2023/table_0128.csv,health_stat,8,2
extracted_tables/104_Yearbook_2023/table_0076.csv,other,2,5
extracted_tables/104_Yearbook_2023/table_0162.csv,other,2,2
extracted_tables/104_Yearbook_2023/table_0047.csv,human_resource,8,3
extracted_tables/104_Yearbook_2023/table_0004.csv,health_stat,5,12
extracted_tables/104_Yearbook_2023/table_0088.csv,health_stat,2,2
extracted_tables/104_Yearbook_2023/table_0062.csv,other,2,3
extracted_tables/104_Yearbook_2023/table_0235.csv,other,46,8
extracted_tables/104_Yearbook_2023/table_0161.csv,other,2,3
extracted_tables/104_Yearbook_2023/table_0030.csv,health_stat,2,7
extracted_tables/104_Yearbook_2023/table_0196.csv,human_resource,9,3
extracted_tables/104_Yearbook_2023/table_0187.csv,other,2,3
extracted_tables/104_Yearbook_2023/table_0181.csv,health_stat,6,4
extracted_tables/104_Yearbook_2023/table_0205.csv,human_resource,2,2
extracted_tables/104_Yearbook_2023/table_0050.csv,human_resource,3,3
extracted_tables/104_Yearbook_2023/table_0192.csv,other,2,5
extracted_tables/104_Yearbook_2023/table_0037.csv,human_resource,7,3
extracted_tables/104_Yearbook_2023/table_0153.csv,human_resource,2,2
extracted_tables/104_Yearbook_2023/table_0107.csv,human_resource,2,2
extracted_tables/104_Yearbook_2023/table_0223.csv,health_stat,20,16
extracted_tables/104_Yearbook_2023/table_0054.csv,cancer,2,2
extracted_tables/104_Yearbook_2023/table_0164.csv,other,2,2
extracted_tables/104_Yearbook_2023/table_0026.csv,human_resource,15,3
extracted_tables/104_Yearbook_2023/table_0155.csv,human_resource,6,3
extracted_tables/104_Yearbook_2023/table_0204.csv,other,12,26
extracted_tables/104_Yearbook_2023/table_0086.csv,health_stat,18,4
extracted_tables/104_Yearbook_2023/table_0008.csv,other,7,5
extracted_tables/104_Yearbook_2023/table_0035.csv,human_resource,2,2
extracted_tables/104_Yearbook_2023/table_0239.csv,health_stat,2,2
extracted_tables/104_Yearbook_2023/table_0058.csv,human_resource,9,3
extracted_tables/104_Yearbook_2023/table_0182.csv,other,2,3
extracted_tables/104_Yearbook_2023/table_0169.csv,health_stat,14,3
extracted_tables/104_Yearbook_2023/table_0113.csv,other,2,2
extracted_tables/104_Yearbook_2023/table_0048.csv,human_resource,2,2
extracted_tables/104_Yearbook_2023/table_0191.csv,health_stat,3,3
extracted_tables/104_Yearbook_2023/table_0236.csv,human_resource,2,2
extracted_tables/104_Yearbook_2023/table_0231.csv,health_stat,15,4
extracted_tables/104_Yearbook_2023/table_0105.csv,other,7,3
extracted_tables/104_Yearbook_2023/table_0063.csv,other,2,3
extracted_tables/104_Yearbook_2023/table_0021.csv,human_resource,5,3
extracted_tables/104_Yearbook_2023/table_0100.csv,human_resource,2,2
extracted_tables/104_Yearbook_2023/table_0009.csv,other,7,5
extracted_tables/104_Yearbook_2023/table_0148.csv,cancer,11,4
extracted_tables/104_Yearbook_2023/table_0092.csv,human_resource,9,3
extracted_tables/104_Yearbook_2023/table_0117.csv,health_stat,5,2
extracted_tables/104_Yearbook_2023/table_0177.csv,human_resource,2,2
extracted_tables/104_Yearbook_2023/table_0007.csv,human_resource,8,7
extracted_tables/104_Yearbook_2023/table_0176.csv,other,14,8
extracted_tables/104_Yearbook_2023/table_0145.csv,cancer,7,6
extracted_tables/104_Yearbook_2023/table_0087.csv,health_stat,2,2
extracted_tables/104_Yearbook_2023/table_0159.csv,other,2,3
extracted_tables/104_Yearbook_2023/table_0170.csv,other,12,17
extracted_tables/104_Yearbook_2023/table_0120.csv,health_stat,2,2
extracted_tables/104_Yearbook_2023/table_0093.csv,human_resource,2,2
extracted_tables/104_Yearbook_2023/table_0042.csv,health_stat,2,2
extracted_tables/104_Yearbook_2023/table_0202.csv,human_resource,4,3
extracted_tables/104_Yearbook_2023/table_0112.csv,human_resource,11,3
extracted_tables/104_Yearbook_2023/table_0097.csv,health_stat,2,2
extracted_tables/104_Yearbook_2023/table_0216.csv,human_resource,10,4
extracted_tables/104_Yearbook_2023/table_0141.csv,other,2,13
extracted_tables/104_Yearbook_2023/table_0138.csv,human_resource,6,3
extracted_tables/104_Yearbook_2023/table_0082.csv,health_stat,16,4
extracted_tables/104_Yearbook_2023/table_0091.csv,other,10,3
extracted_tables/104_Yearbook_2023/table_0038.csv,other,2,2
extracted_tables/104_Yearbook_2023/table_0218.csv,human_resource,2,2
extracted_tables/104_Yearbook_2023/table_0017.csv,other,3,3
extracted_tables/104_Yearbook_2023/table_0175.csv,health_stat,3,2
extracted_tables/104_Yearbook_2023/table_0010.csv,other,14,3
extracted_tables/104_Yearbook_2023/table_0243.csv,other,2,2
extracted_tables/104_Yearbook_2023/table_0055.csv,other,2,2
extracted_tables/104_Yearbook_2023/table_0003.csv,health_stat,2,3
extracted_tables/104_Yearbook_2023/table_0167.csv,health_stat,8,16
extracted_tables/104_Yearbook_2023/table_0033.csv,human_resource,8,3
extracted_tables/104_Yearbook_2023/table_0142.csv,health_stat,2,14
extracted_tables/104_Yearbook_2023/table_0228.csv,other,6,2
extracted_tables/104_Yearbook_2023/table_0208.csv,human_resource,9,3
extracted_tables/104_Yearbook_2023/table_0084.csv,health_stat,2,2
extracted_tables/104_Yearbook_2023/table_0248.csv,human_resource,4,3
extracted_tables/104_Yearbook_2023/table_0119.csv,cancer,6,5
extracted_tables/104_Yearbook_2023/table_0229.csv,other,11,3
extracted_tables/104_Yearbook_2023/table_0025.csv,human_resource,2,2
extracted_tables/104_Yearbook_2023/table_0150.csv,cancer,2,2
extracted_tables/104_Yearbook_2023/table_0039.csv,other,16,6
extracted_tables/104_Yearbook_2023/table_0151.csv,cancer,3,6
extracted_tables/104_Yearbook_2023/table_0215.csv,human_resource,2,2
extracted_tables/104_Yearbook_2023/table_0198.csv,human_resource,9,3
extracted_tables/104_Yearbook_2023/table_0133.csv,other,15,12
extracted_tables/104_Yearbook_2023/table_0246.csv,cancer,2,2
extracted_tables/104_Yearbook_2023/table_0189.csv,other,2,2
extracted_tables/104_Yearbook_2023/table_0211.csv,human_resource,5,3
extracted_tables/104_Yearbook_2023/table_0136.csv,human_resource,9,3
extracted_tables/104_Yearbook_2023/table_0178.csv,human_resource,4,5
extracted_tables/104_Yearbook_2023/table_0096.csv,cancer,2,2
extracted_tables/104_Yearbook_2023/table_0106.csv,human_resource,9,3
extracted_tables/104_Yearbook_2023/table_0028.csv,health_stat,2,2
extracted_tables/104_Yearbook_2023/table_0118.csv,other,4,2
extracted_tables/104_Yearbook_2023/table_0073.csv,health_stat,7,3
extracted_tables/104_Yearbook_2023/table_0081.csv,human_resource,10,4
extracted_tables/104_Yearbook_2023/table_0095.csv,human_resource,5,3
extracted_tables/104_Yearbook_2023/table_0024.csv,other,16,5
extracted_tables/104_Yearbook_2023/table_0146.csv,cancer,2,2
extracted_tables/104_Yearbook_2023/table_0166.csv,health_stat,14,4
extracted_tables/104_Yearbook_2023/table_0241.csv,population,2,2
extracted_tables/104_Yearbook_2023/table_0002.csv,cancer,27,3
extracted_tables/104_Yearbook_2023/table_0005.csv,human_resource,3,3
extracted_tables/104_Yearbook_2023/table_0110.csv,other,2,2
extracted_tables/104_Yearbook_2023/table_0075.csv,surgery,2,2
extracted_tables/104_Yearbook_2023/table_0221.csv,human_resource,3,3
extracted_tables/104_Yearbook_2023/table_0185.csv,health_stat,3,3
extracted_tables/104_Yearbook_2023/table_0242.csv,other,2,3
extracted_tables/104_Yearbook_2023/table_0173.csv,human_resource,2,3
extracted_tables/104_Yearbook_2023/table_0053.csv,health_stat,3,6
extracted_tables/104_Yearbook_2023/table_0144.csv,cancer,6,3
extracted_tables/104_Yearbook_2023/table_0060.csv,human_resource,4,3
extracted_tables/104_Yearbook_2023/table_0158.csv,other,2,2
extracted_tables/104_Yearbook_2023/table_0085.csv,health_stat,13,17
extracted_tables/104_Yearbook_2023/table_0065.csv,surgery,2,4
extracted_tables/104_Yearbook_2023/table_0029.csv,cancer,15,8
extracted_tables/104_Yearbook_2023/table_0104.csv,cancer,2,2
extracted_tables/104_Yearbook_2023/table_0132.csv,other,2,2
extracted_tables/104_Yearbook_2023/table_0077.csv,human_resource,2,2
extracted_tables/104_Yearbook_2023/table_0212.csv,other,2,2
extracted_tables/104_Yearbook_2023/table_0165.csv,other,2,3
extracted_tables/104_Yearbook_2023/table_0001.csv,health_stat,3,2
extracted_tables/104_Yearbook_2023/table_0154.csv,human_resource,9,3
extracted_tables/104_Yearbook_2023/table_0059.csv,human_resource,2,3
extracted_tables/104_Yearbook_2023/table_0115.csv,human_resource,2,2
extracted_tables/104_Yearbook_2023/table_0056.csv,other,14,3
extracted_tables/104_Yearbook_2023/table_0230.csv,other,2,2
extracted_tables/104_Yearbook_2023/table_0200.csv,human_resource,3,3
extracted_tables/104_Yearbook_2023/table_0213.csv,other,2,2
extracted_tables/104_Yearbook_2023/table_0067.csv,other,5,4
extracted_tables/104_Yearbook_2023/table_0245.csv,other,2,2
extracted_tables/104_Yearbook_2023/table_0018.csv,other,16,17
extracted_tables/104_Yearbook_2023/table_0183.csv,other,14,7
extracted_tables/104_Yearbook_2023/table_0130.csv,human_resource,2,2
extracted_tables/104_Yearbook_2023/table_0197.csv,human_resource,2,2
extracted_tables/104_Yearbook_2023/table_0114.csv,human_resource,9,3
extracted_tables/039_Health_Bulletin_2011/table_0071.csv,health_stat,54,17
extracted_tables/039_Health_Bulletin_2011/table_0040.csv,other,8,9
extracted_tables/039_Health_Bulletin_2011/table_0036.csv,health_stat,7,6
extracted_tables/039_Health_Bulletin_2011/table_0034.csv,health_stat,14,6
extracted_tables/039_Health_Bulletin_2011/table_0079.csv,health_stat,44,6
extracted_tables/039_Health_Bulletin_2011/table_0064.csv,other,7,6
extracted_tables/039_Health_Bulletin_2011/table_0020.csv,health_stat,14,2
extracted_tables/039_Health_Bulletin_2011/table_0070.csv,health_stat,21,17
extracted_tables/039_Health_Bulletin_2011/table_0089.csv,health_stat,45,6
extracted_tables/039_Health_Bulletin_2011/table_0080.csv,health_stat,39,6
extracted_tables/039_Health_Bulletin_2011/table_0049.csv,other,2,3
extracted_tables/039_Health_Bulletin_2011/table_0023.csv,health_stat,23,7
extracted_tables/039_Health_Bulletin_2011/table_0011.csv,health_stat,12,6
extracted_tables/039_Health_Bulletin_2011/table_0014.csv,health_stat,21,9
extracted_tables/039_Health_Bulletin_2011/table_0006.csv,other,8,2
extracted_tables/039_Health_Bulletin_2011/table_0083.csv,health_stat,14,6
extracted_tables/039_Health_Bulletin_2011/table_0016.csv,population,13,10
extracted_tables/039_Health_Bulletin_2011/table_0051.csv,health_stat,8,3
extracted_tables/039_Health_Bulletin_2011/table_0072.csv,health_stat,77,17
extracted_tables/039_Health_Bulletin_2011/table_0013.csv,other,5,9
extracted_tables/039_Health_Bulletin_2011/table_0027.csv,other,13,9
extracted_tables/039_Health_Bulletin_2011/table_0043.csv,other,6,10
extracted_tables/039_Health_Bulletin_2011/table_0045.csv,other,7,5
extracted_tables/039_Health_Bulletin_2011/table_0044.csv,other,5,7
extracted_tables/039_Health_Bulletin_2011/table_0090.csv,health_stat,34,6
extracted_tables/039_Health_Bulletin_2011/table_0052.csv,human_resource,18,17
extracted_tables/039_Health_Bulletin_2011/table_0032.csv,health_stat,46,12
extracted_tables/039_Health_Bulletin_2011/table_0066.csv,health_stat,74,17
extracted_tables/039_Health_Bulletin_2011/table_0074.csv,health_stat,16,17
extracted_tables/039_Health_Bulletin_2011/table_0031.csv,health_stat,6,12
extracted_tables/039_Health_Bulletin_2011/table_0069.csv,health_stat,81,17
extracted_tables/039_Health_Bulletin_2011/table_0078.csv,health_stat,53,17
extracted_tables/039_Health_Bulletin_2011/table_0022.csv,other,4,6
extracted_tables/039_Health_Bulletin_2011/table_0015.csv,health_stat,21,10
extracted_tables/039_Health_Bulletin_2011/table_0046.csv,other,6,5
extracted_tables/039_Health_Bulletin_2011/table_0012.csv,population,9,9
extracted_tables/039_Health_Bulletin_2011/table_0061.csv,other,14,8
extracted_tables/039_Health_Bulletin_2011/table_0068.csv,health_stat,61,17
extracted_tables/039_Health_Bulletin_2011/table_0057.csv,other,2,2
extracted_tables/039_Health_Bulletin_2011/table_0019.csv,human_resource,12,8
extracted_tables/039_Health_Bulletin_2011/table_0041.csv,other,8,10
extracted_tables/039_Health_Bulletin_2011/table_0076.csv,health_stat,7,17
extracted_tables/039_Health_Bulletin_2011/table_0047.csv,other,3,11
extracted_tables/039_Health_Bulletin_2011/table_0004.csv,population,29,6
extracted_tables/039_Health_Bulletin_2011/table_0088.csv,health_stat,17,6
extracted_tables/039_Health_Bulletin_2011/table_0062.csv,other,13,14
extracted_tables/039_Health_Bulletin_2011/table_0030.csv,other,16,13
extracted_tables/039_Health_Bulletin_2011/table_0050.csv,health_stat,10,3
extracted_tables/039_Health_Bulletin_2011/table_0037.csv,health_stat,6,10
extracted_tables/039_Health_Bulletin_2011/table_0054.csv,population,34,4
extracted_tables/039_Health_Bulletin_2011/table_0026.csv,health_stat,17,20
extracted_tables/039_Health_Bulletin_2011/table_0086.csv,health_stat,51,6
extracted_tables/039_Health_Bulletin_2011/table_0008.csv,other,4,4
extracted_tables/039_Health_Bulletin_2011/table_0035.csv,health_stat,54,6
extracted_tables/039_Health_Bulletin_2011/table_0058.csv,health_stat,22,12
extracted_tables/039_Health_Bulletin_2011/table_0048.csv,other,2,2
extracted_tables/039_Health_Bulletin_2011/table_0063.csv,population,10,4
extracted_tables/039_Health_Bulletin_2011/table_0021.csv,other,4,11
extracted_tables/039_Health_Bulletin_2011/table_0009.csv,population,6,3
extracted_tables/039_Health_Bulletin_2011/table_0092.csv,health_stat,35,6
extracted_tables/039_Health_Bulletin_2011/table_0007.csv,other,3,5
extracted_tables/039_Health_Bulletin_2011/table_0087.csv,health_stat,38,6
extracted_tables/039_Health_Bulletin_2011/table_0093.csv,other,31,6
extracted_tables/039_Health_Bulletin_2011/table_0042.csv,other,2,2
extracted_tables/039_Health_Bulletin_2011/table_0082.csv,health_stat,33,6
extracted_tables/039_Health_Bulletin_2011/table_0091.csv,health_stat,13,6
extracted_tables/039_Health_Bulletin_2011/table_0038.csv,health_stat,10,10
extracted_tables/039_Health_Bulletin_2011/table_0017.csv,population,3,9
extracted_tables/039_Health_Bulletin_2011/table_0010.csv,other,6,3
extracted_tables/039_Health_Bulletin_2011/table_0055.csv,population,22,10
extracted_tables/039_Health_Bulletin_2011/table_0003.csv,human_resource,34,3
extracted_tables/039_Health_Bulletin_2011/table_0033.csv,health_stat,24,12
extracted_tables/039_Health_Bulletin_2011/table_0084.csv,health_stat,49,6
extracted_tables/039_Health_Bulletin_2011/table_0025.csv,health_stat,19,29
extracted_tables/039_Health_Bulletin_2011/table_0039.csv,cancer,12,7
extracted_tables/039_Health_Bulletin_2011/table_0028.csv,health_stat,22,12
extracted_tables/039_Health_Bulletin_2011/table_0073.csv,health_stat,31,17
extracted_tables/039_Health_Bulletin_2011/table_0081.csv,health_stat,38,6
extracted_tables/039_Health_Bulletin_2011/table_0024.csv,health_stat,13,7
extracted_tables/039_Health_Bulletin_2011/table_0002.csv,population,51,5
extracted_tables/039_Health_Bulletin_2011/table_0005.csv,other,14,2
extracted_tables/039_Health_Bulletin_2011/table_0075.csv,health_stat,13,17
extracted_tables/039_Health_Bulletin_2011/table_0053.csv,population,29,10
extracted_tables/039_Health_Bulletin_2011/table_0060.csv,other,13,5
extracted_tables/039_Health_Bulletin_2011/table_0085.csv,health_stat,26,6
extracted_tables/039_Health_Bulletin_2011/table_0065.csv,health_stat,76,17
extracted_tables/039_Health_Bulletin_2011/table_0029.csv,health_stat,8,6
extracted_tables/039_Health_Bulletin_2011/table_0077.csv,health_stat,58,17
extracted_tables/039_Health_Bulletin_2011/table_0001.csv,population,43,4
extracted_tables/039_Health_Bulletin_2011/table_0059.csv,health_stat,12,11
extracted_tables/039_Health_Bulletin_2011/table_0056.csv,population,7,6
extracted_tables/039_Health_Bulletin_2011/table_0067.csv,health_stat,12,17
extracted_tables/039_Health_Bulletin_2011/table_0018.csv,human_resource,3,8
extracted_tables/041_Health_Bulletin_2009/table_0071.csv,other,9,7
extracted_tables/041_Health_Bulletin_2009/table_0040.csv,health_stat,9,13
extracted_tables/041_Health_Bulletin_2009/table_0036.csv,health_stat,12,9
extracted_tables/041_Health_Bulletin_2009/table_0034.csv,other,2,10
extracted_tables/041_Health_Bulletin_2009/table_0079.csv,other,2,15
extracted_tables/041_Health_Bulletin_2009/table_0064.csv,other,5,30
extracted_tables/041_Health_Bulletin_2009/table_0020.csv,health_stat,28,17
extracted_tables/041_Health_Bulletin_2009/table_0101.csv,other,3,3
extracted_tables/041_Health_Bulletin_2009/table_0099.csv,human_resource,27,3
extracted_tables/041_Health_Bulletin_2009/table_0070.csv,other,4,27
extracted_tables/041_Health_Bulletin_2009/table_0109.csv,other,3,9
extracted_tables/041_Health_Bulletin_2009/table_0089.csv,other,14,9
extracted_tables/041_Health_Bulletin_2009/table_0080.csv,other,8,24
extracted_tables/041_Health_Bulletin_2009/table_0049.csv,other,8,6
extracted_tables/041_Health_Bulletin_2009/table_0023.csv,health_stat,12,8
extracted_tables/041_Health_Bulletin_2009/table_0011.csv,health_stat,6,6
extracted_tables/041_Health_Bulletin_2009/table_0014.csv,health_stat,8,17
extracted_tables/041_Health_Bulletin_2009/table_0102.csv,health_stat,31,7
extracted_tables/041_Health_Bulletin_2009/table_0006.csv,population,12,7
extracted_tables/041_Health_Bulletin_2009/table_0083.csv,other,5,26
